rank	word	freq	n_utts	n_speakers	len_chars	cleaned_form	has_non_devanagari	non_devanagari_chars
573	इतिहासमा	103	103	89	8	इतिहासमा	no	
574	उनीहरूको	103	103	94	8	उनीहरूको	no	
575	जीवनको	103	103	99	6	जीवनको	no	
576	लगाउने	103	103	93	6	लगाउने	no	
577	कसैले	102	102	92	5	कसैले	no	
578	कहिले	102	93	88	5	कहिले	no	
579	नामले	102	102	85	5	नामले	no	
580	भई	102	102	100	2	भई	no	
581	मुक्त	102	102	97	5	मुक्त	no	
582	सक्रिय	102	102	88	6	सक्रिय	no	
583	स्थिति	102	102	94	6	स्थिति	no	
584	उमेरमा	101	101	90	6	उमेरमा	no	
585	कार्यक्रम	101	101	94	9	कार्यक्रम	no	
586	बजार	101	101	92	4	बजार	no	
587	बाहेक	101	101	90	5	बाहेक	no	
588	मन्दिरमा	101	101	88	8	मन्दिरमा	no	
589	आवश्यकता	100	100	90	8	आवश्यकता	no	
590	उनीहरू	100	100	92	6	उनीहरू	no	
591	दुवै	100	100	96	4	दुवै	no	
592	पिता	100	100	83	4	पिता	no	
593	वर्ग	100	100	93	4	वर्ग	no	
594	१३	100	100	90	2	१३	no	
595	किलोमिटर	99	99	84	8	किलोमिटर	no	
596	नियम	99	99	89	4	नियम	no	
597	माओवादी	99	99	92	7	माओवादी	no	
598	वस्तु	99	98	89	5	वस्तु	no	
599	विरुद्ध	99	99	87	7	विरुद्ध	no	
600	शेर्पा	99	97	86	6	शेर्पा	no	
601	आयोजना	98	98	86	6	आयोजना	no	
602	ठूलो	98	98	93	4	ठूलो	no	
603	नामको	98	98	86	5	नामको	no	
604	आदिवासी	97	97	88	7	आदिवासी	no	
605	औँ	97	91	84	2	औँ	no	
606	कति	97	91	81	3	कति	no	
607	कम्पनी	97	97	88	6	कम्पनी	no	
608	नगरपालिका	97	97	89	9	नगरपालिका	no	
609	लाग्यो	97	97	90	6	लाग्यो	no	
610	विकसित	97	97	82	6	विकसित	no	
611	संस्कृति	97	97	87	8	संस्कृति	no	
612	सैनिक	97	97	85	5	सैनिक	no	
613	आमा	96	96	88	3	आमा	no	
614	खास	96	96	85	3	खास	no	
615	गए	96	96	90	2	गए	no	
616	पर्यो	96	96	89	5	पर्यो	no	
617	बन्न	96	96	89	4	बन्न	no	
618	मत	96	96	83	2	मत	no	
619	लिखित	96	96	84	5	लिखित	no	
620	शासन	96	96	88	4	शासन	no	
621	समूह	96	96	89	4	समूह	no	
622	साहित्यकार	96	96	86	10	साहित्यकार	no	
623	कतिपय	95	95	88	5	कतिपय	no	
624	खाता	95	95	89	4	खाता	no	
625	सम्बन्धी	95	95	86	8	सम्बन्धी	no	
626	स्पष्ट	95	95	89	6	स्पष्ट	no	
627	अझै	94	94	90	3	अझै	no	
628	अध्यक्ष	94	94	86	7	अध्यक्ष	no	
629	जम्मा	94	94	81	5	जम्मा	no	
630	नागरिक	94	94	84	6	नागरिक	no	
631	निबन्ध	94	94	89	6	निबन्ध	no	
632	भूभाग	94	94	86	5	भूभाग	no	
633	रहन	94	94	85	3	रहन	no	
634	वर्णन	94	94	86	5	वर्णन	no	
635	वर्तमान	94	94	88	7	वर्तमान	no	
636	अन्तरिक्ष	93	89	79	9	अन्तरिक्ष	no	
637	आन्दोलनमा	93	93	84	9	आन्दोलनमा	no	
638	गएर	93	93	85	3	गएर	no	
639	दिएर	93	93	86	4	दिएर	no	
640	पछिल्लो	93	93	83	7	पछिल्लो	no	
641	साहित्य	93	93	83	7	साहित्य	no	
642	२७	93	93	87	2	२७	no	
643	अत्यन्त	92	92	84	7	अत्यन्त	no	
644	उपचार	92	92	87	5	उपचार	no	
645	किमि	92	92	89	4	किमि	no	
646	छौँ	92	92	86	3	छौँ	no	
647	नजिकै	92	92	76	5	नजिकै	no	
648	मान्छे	92	92	84	6	मान्छे	no	
649	विश्व	92	92	82	5	विश्व	no	
650	संस्कृत	92	92	85	7	संस्कृत	no	
651	सम्मान	92	92	80	6	सम्मान	no	
652	होस्	92	92	88	4	होस्	no	
653	५०	92	92	76	2	५०	no	
654	आन्दोलन	91	91	83	7	आन्दोलन	no	
655	खोला	91	90	84	4	खोला	no	
656	चर्चा	91	91	84	5	चर्चा	no	
657	दुबै	91	91	87	4	दुबै	no	
658	निम्न	91	91	84	5	निम्न	no	
659	भएमा	91	91	84	4	भएमा	no	
660	यन्त्र	91	85	78	6	यन्त्र	no	
661	सम्पर्क	91	91	84	7	सम्पर्क	no	
662	सही	91	90	83	3	सही	no	
663	२१	91	91	80	2	२१	no	
664	२३	91	91	84	2	२३	no	
665	आफू	90	90	83	3	आफू	no	
666	उपयुक्त	90	90	85	7	उपयुक्त	no	
667	परम्परागत	90	90	76	9	परम्परागत	no	
668	पुरा	90	90	81	4	पुरा	no	
669	बाजा	90	89	83	4	बाजा	no	
670	बौद्ध	90	90	81	5	बौद्ध	no	
671	यसबाट	90	90	83	5	यसबाट	no	
672	राखेर	90	90	82	5	राखेर	no	
673	लोकप्रिय	90	90	80	8	लोकप्रिय	no	
674	विषय	90	90	85	4	विषय	no	
675	शरीरमा	90	90	78	6	शरीरमा	no	
676	सगरमाथा	90	90	82	7	सगरमाथा	no	
677	आधा	89	88	82	3	आधा	no	
678	कम्प्युटर	89	88	81	9	कम्प्युटर	no	
679	जाति	89	89	86	4	जाति	no	
680	नम्बर	89	89	79	5	नम्बर	no	
681	परिचय	89	89	85	5	परिचय	no	
682	बनाए	89	89	88	4	बनाए	no	
683	बसेको	89	89	82	5	बसेको	no	
684	सेतो	89	87	77	4	सेतो	no	
685	स्वीकार	89	89	84	7	स्वीकार	no	
686	आयो	88	88	81	3	आयो	no	
687	गाउँमा	88	88	82	6	गाउँमा	no	
688	दर्शन	88	88	82	5	दर्शन	no	
689	निर्देशक	88	88	82	8	निर्देशक	no	
690	बेलायती	88	88	79	7	बेलायती	no	
691	राख्ने	88	88	78	6	राख्ने	no	
692	सुरू	88	88	80	4	सुरू	no	
693	अझ	87	87	83	2	अझ	no	
694	अतिरिक्त	87	87	79	8	अतिरिक्त	no	
695	उत्तरमा	87	87	78	7	उत्तरमा	no	
696	गर्नको	87	87	77	6	गर्नको	no	
697	तब	87	87	76	2	तब	no	
698	दिएका	87	87	81	5	दिएका	no	
699	दिनु	87	87	81	4	दिनु	no	
700	भाइ	87	87	80	3	भाइ	no	
701	शब्दको	87	86	74	6	शब्दको	no	
702	साझा	87	86	78	4	साझा	no	
703	आफूले	86	86	83	5	आफूले	no	
704	पार्टी	86	86	78	6	पार्टी	no	
705	बस्न	86	86	80	4	बस्न	no	
706	राष्ट्रपति	86	85	77	10	राष्ट्रपति	no	
707	विरोध	86	83	76	5	विरोध	no	
708	साधारण	86	86	77	6	साधारण	no	
709	आठ	85	85	78	2	आठ	no	
710	गोरखा	85	85	83	5	गोरखा	no	
711	तर्फबाट	85	83	77	7	तर्फबाट	no	
712	पर्याप्त	85	85	80	8	पर्याप्त	no	
713	प्रख्यात	85	85	84	8	प्रख्यात	no	
714	बस्ने	85	85	78	5	बस्ने	no	
715	भनिएको	85	85	78	6	भनिएको	no	
716	वन	85	85	79	2	वन	no	
717	सुरक्षित	85	85	79	8	सुरक्षित	no	
718	हिन्दू	85	85	82	6	हिन्दू	no	
719	आउँछ	84	84	80	4	आउँछ	no	
720	कोही	84	83	77	4	कोही	no	
721	खाने	84	84	78	4	खाने	no	
722	चाहिँ	84	84	76	5	चाहिँ	no	
723	चुनाव	84	84	77	5	चुनाव	no	
724	तल्लो	84	84	74	5	तल्लो	no	
725	त्यति	84	84	80	5	त्यति	no	
726	थिएँ	84	84	77	4	थिएँ	no	
727	पाउने	84	84	72	5	पाउने	no	
728	पुग्यो	84	84	80	6	पुग्यो	no	
729	पृथ्वीनारायण	84	84	78	12	पृथ्वीनारायण	no	
730	भनी	84	84	75	3	भनी	no	
731	यिनले	84	84	73	5	यिनले	no	
732	व्रत	84	84	75	4	व्रत	no	
733	शर्मा	84	84	79	5	शर्मा	no	
734	सुधार	84	84	78	5	सुधार	no	
735	१९	84	84	73	2	१९	no	
736	उचित	83	83	77	4	उचित	no	
737	किन	83	81	76	3	किन	no	
738	विशेषता	83	83	77	7	विशेषता	no	
739	समान	83	83	76	4	समान	no	
740	अङ्ग्रेजीमा	82	82	78	11	अङ्ग्रेजीमा	no	
741	आए	82	82	78	2	आए	no	
742	उपन्यास	82	82	73	7	उपन्यास	no	
743	उपन्यासकार	82	82	73	10	उपन्यासकार	no	
744	कहिल्यै	82	82	76	7	कहिल्यै	no	
745	काठमाडौँको	82	82	77	10	काठमाडौँको	no	
746	किसिमको	82	82	77	7	किसिमको	no	
747	कृति	82	82	78	4	कृति	no	
748	गर्नुपर्छ	82	81	73	9	गर्नुपर्छ	no	
749	जोडिएको	82	82	72	7	जोडिएको	no	
750	दर्ता	82	82	75	5	दर्ता	no	
751	पर्दछन्	82	82	74	7	पर्दछन्	no	
752	पृथ्वी	82	82	78	6	पृथ्वी	no	
753	भौतिक	82	82	71	5	भौतिक	no	
754	सेना	82	82	78	4	सेना	no	
755	कतै	81	72	68	3	कतै	no	
756	गरिन्	81	81	73	5	गरिन्	no	
757	गर्नुभयो	81	81	74	8	गर्नुभयो	no	
758	जीवनमा	81	81	75	6	जीवनमा	no	
759	थप	81	81	77	2	थप	no	
760	नेपालीमा	81	81	73	8	नेपालीमा	no	
761	नौ	81	77	72	2	नौ	no	
762	पुराना	81	81	75	6	पुराना	no	
763	प्रदर्शन	81	81	75	8	प्रदर्शन	no	
764	संरक्षण	81	81	71	7	संरक्षण	no	
765	सकिने	81	81	75	5	सकिने	no	
766	सूर्य	81	81	76	5	सूर्य	no	
767	अस्ट्रेलियाको	80	80	73	13	अस्ट्रेलियाको	no	
768	उपत्यकाको	80	80	70	9	उपत्यकाको	no	
769	दशमलव	80	80	77	5	दशमलव	no	
770	दिइन्छ	80	80	75	6	दिइन्छ	no	
771	दृष्टिले	80	80	72	8	दृष्टिले	no	
772	नजिक	80	80	75	4	नजिक	no	
773	पर्वत	80	80	74	5	पर्वत	no	
774	पहिला	80	77	73	5	पहिला	no	
775	पानीको	80	80	77	6	पानीको	no	
776	बन्यो	80	80	73	5	बन्यो	no	
777	रहने	80	80	76	4	रहने	no	
778	राष्ट्र	80	80	72	7	राष्ट्र	no	
779	वार्ता	80	80	74	6	वार्ता	no	
780	विश्वको	80	78	73	7	विश्वको	no	
781	सम्भव	80	80	74	5	सम्भव	no	
782	सुरुवात	80	80	75	7	सुरुवात	no	
783	क्षेत्रफल	79	79	72	9	क्षेत्रफल	no	
784	जान	79	79	75	3	जान	no	
785	डिग्री	79	79	73	6	डिग्री	no	
786	पृष्ठको	79	79	73	7	पृष्ठको	no	
787	बराबर	79	79	74	5	बराबर	no	
788	भौगोलिक	79	79	72	7	भौगोलिक	no	
789	माध्यमिक	79	79	75	8	माध्यमिक	no	
790	सरकार	79	79	72	5	सरकार	no	
791	अवधिमा	78	78	71	6	अवधिमा	no	
792	कालमा	78	78	71	5	कालमा	no	
793	खर्च	78	78	72	4	खर्च	no	
794	गण्डकी	78	78	73	6	गण्डकी	no	
795	गरेमा	78	78	75	5	गरेमा	no	
796	तल	78	78	68	2	तल	no	
797	निम्ति	78	78	70	6	निम्ति	no	
798	भन्दछन्	78	78	72	7	भन्दछन्	no	
799	लिने	78	78	72	4	लिने	no	
800	लेखमा	78	78	73	5	लेखमा	no	
801	व्यक्त	78	78	71	6	व्यक्त	no	
802	शान्ति	78	76	72	6	शान्ति	no	
803	हिमाली	78	78	74	6	हिमाली	no	
804	उनीहरूले	77	77	72	8	उनीहरूले	no	
805	करोड	77	77	70	4	करोड	no	
806	दिइएको	77	77	70	6	दिइएको	no	
807	प्रत्यक्ष	77	77	73	9	प्रत्यक्ष	no	
808	बाँकी	77	77	72	5	बाँकी	no	
809	व्यक्तिले	77	77	72	9	व्यक्तिले	no	
810	सडक	77	77	69	3	सडक	no	
811	सधैँ	77	77	72	4	सधैँ	no	
812	सर्वप्रथम	77	77	73	9	सर्वप्रथम	no	
813	सिंह	77	77	73	4	सिंह	no	
814	अभिनय	76	76	73	5	अभिनय	no	
815	खुला	76	76	71	4	खुला	no	
816	जुलाई	76	76	64	5	जुलाई	no	
817	तिनलाई	76	76	69	6	तिनलाई	no	
818	द्वारा	76	76	68	6	द्वारा	no	
819	नेतृत्व	76	76	69	7	नेतृत्व	no	
820	प्रणाली	76	76	71	7	प्रणाली	no	
821	बागमती	76	76	68	6	बागमती	no	
822	रेडियो	76	76	72	6	रेडियो	no	
823	अन्ना	75	75	69	5	अन्ना	no	
824	अमेरिका	75	75	68	7	अमेरिका	no	
825	आँखा	75	75	70	4	आँखा	no	
826	खान	75	75	74	3	खान	no	
827	गराउने	75	75	71	6	गराउने	no	
828	गर्थे	75	75	73	5	गर्थे	no	
829	ग्रहण	75	75	66	5	ग्रहण	no	
830	त्यसले	75	75	67	6	त्यसले	no	
831	पवित्र	75	75	71	6	पवित्र	no	
