word	source	ipa	segments	n_segments	freq	n_utts	n_speakers
यहाँको	slr54	jəhãkoː	j ə h ã k oː	6	159	159	135
हरेक	slr54	həɾeːkə	h ə ɾ eː k ə	6	158	156	141
अञ्चल	slr54	ʌɲcəl	ʌ ɲ c ə l	5	157	157	134
आधुनिक	slr54	aːdʰunɪkə	aː dʰ u n ɪ k ə	7	156	155	134
उपलब्ध	slr54	ʊpəlʌbdʰə	ʊ p ə l ʌ b dʰ ə	8	156	156	135
शब्द	slr54	ʃʌbdə	ʃ ʌ b d ə	5	156	156	133
अन्तर्गत	slr54	əntʌrrɡət	ə n t ʌ r r ɡ ə t	9	155	154	131
थिएन	slr54	tʰɪʲeːnə	tʰ ɪ eː n ə	5	155	155	137
दिएको	slr54	dɪʲeːkoː	d ɪ eː k oː	5	155	155	131
मानव	slr54	maːnəwə	m aː n ə w ə	6	155	154	132
सञ्चालन	slr54	səɲcaːlən	s ə ɲ c aː l ə n	8	155	155	138
केवल	slr54	keːwəl	k eː w ə l	5	154	154	136
दिए	slr54	dɪʲeː	d ɪ eː	3	154	153	135
महत्त्वपूर्ण	slr54	məhəttwpuːrrɳə	m ə h ə t t w p uː r r ɳ ə	13	154	154	127
प्रकारका	slr54	pɾəkaːɾəkaː	p ɾ ə k aː ɾ ə k aː	9	153	153	131
विचार	slr54	wɪcaːɾə	w ɪ c aː ɾ ə	6	152	152	132
साल	slr54	saːl	s aː l	3	152	152	124
जति	slr54	ɟʌtɪ	ɟ ʌ t ɪ	4	151	151	130
जान्छ	slr54	ɟaːncʰə	ɟ aː n cʰ ə	5	151	151	132
भारतका	slr54	bʰaːɾətəkaː	bʰ aː ɾ ə t ə k aː	8	151	151	135
मिटर	slr54	mɪʈəɾə	m ɪ ʈ ə ɾ ə	6	151	151	133
विवाह	slr54	wɪwaːhə	w ɪ w aː h ə	6	151	151	134
परम्परा	slr54	pəɾʌmpəɾaː	p ə ɾ ʌ m p ə ɾ aː	9	150	150	131
कलेज	slr54	kəleːɟ	k ə l eː ɟ	5	149	146	129
प्रस्तुत	slr54	pɾʌstut	p ɾ ʌ s t u t	7	149	149	127
२०	slr54	biːs	b iː s	3	149	149	128
घोषणा	slr54	ɡʰoːʂəɳaː	ɡʰ oː ʂ ə ɳ aː	6	148	148	124
छोरी	slr54	cʰoːɾi	cʰ oː ɾ i	4	148	148	129
ज्ञान	slr54	ɟɲaːn	ɟ ɲ aː n	4	148	148	129
प्रति	slr54	pɾʌtɪ	p ɾ ʌ t ɪ	5	148	148	126
मानिसहरू	slr54	maːnɪsəhəɾuː	m aː n ɪ s ə h ə ɾ uː	10	148	148	131
अर्थात्	slr54	ərrtʰaːt	ə r r tʰ aː t	6	147	147	126
महिना	slr54	mʌhɪnaː	m ʌ h ɪ n aː	6	146	145	127
व्यक्ति	slr54	ʋjʌktɪ	ʋ j ʌ k t ɪ	6	146	146	130
बनाउने	slr54	bənaːʊneː	b ə n aː ʊ n eː	7	145	145	126
विषयमा	slr54	wɪʂəjəmaː	w ɪ ʂ ə j ə m aː	8	145	145	126
अफ	slr54	ʌpʰ	ʌ pʰ	2	144	144	127
ईसा	slr54	ɪːsaː	ɪː s aː	3	144	144	125
मध्य	slr54	mʌdʰjə	m ʌ dʰ j ə	5	144	144	118
राजनीतिक	slr54	ɾaːɟənɪːtɪkə	ɾ aː ɟ ə n ɪː t ɪ k ə	10	144	144	122
सदरमुकाम	slr54	sədəɾəmukaːmə	s ə d ə ɾ ə m u k aː m ə	12	144	144	116
अघि	slr54	ʌɡʰɪ	ʌ ɡʰ ɪ	3	143	143	124
उसको	slr54	ʊsəkoː	ʊ s ə k oː	5	143	143	131
एउटै	slr54	eːʊʈɛː	eː ʊ ʈ ɛː	4	143	143	122
गएको	slr54	ɡəeːkoː	ɡ ə eː k oː	5	143	143	130
घरमा	slr54	ɡʰʌɾəmaː	ɡʰ ʌ ɾ ə m aː	6	143	141	119
त्यसमा	slr54	tːjʌsəmaː	tː j ʌ s ə m aː	7	143	143	123
तत्कालीन	slr54	tətkaːlɪːn	t ə t k aː l ɪː n	8	142	142	128
थाले	slr54	tʰaːleː	tʰ aː l eː	4	142	142	125
नगर	slr54	nʌɡəɾə	n ʌ ɡ ə ɾ ə	6	142	142	121
नदीको	slr54	nədɪːkoː	n ə d ɪː k oː	6	142	139	118
सरकारले	slr54	səɾəkaːɾəleː	s ə ɾ ə k aː ɾ ə l eː	10	142	142	116
गीत	slr54	ɡɪːt	ɡ ɪː t	3	141	141	128
तिनको	slr54	tɪnəkoː	t ɪ n ə k oː	6	141	141	119
रोग	slr54	ɾoːɡ	ɾ oː ɡ	3	141	141	124
लाग्छ	slr54	laːɡcʰə	l aː ɡ cʰ ə	5	141	141	116
उहाँको	slr54	ʊhãkoː	ʊ h ã k oː	5	140	140	123
किनभने	slr54	kɪnəbʰəneː	k ɪ n ə bʰ ə n eː	8	140	140	125
परेको	slr54	pəɾeːkoː	p ə ɾ eː k oː	6	140	140	121
भएकाले	slr54	bʰəeːkaːleː	bʰ ə eː k aː l eː	7	140	140	119
पश्चिम	slr54	pʌʃʃcɪmə	p ʌ ʃ ʃ c ɪ m ə	8	139	139	122
लाग्ने	slr54	laːɡneː	l aː ɡ n eː	5	139	139	131
सार्वजनिक	slr54	saːrrwɟʌnɪkə	s aː r r w ɟ ʌ n ɪ k ə	11	139	139	120
अस्पताल	slr54	əspətaːl	ə s p ə t aː l	7	138	137	120
जाने	slr54	ɟaːneː	ɟ aː n eː	4	138	138	125
मन	slr54	mʌn	m ʌ n	3	138	138	126
कथा	slr54	kʌtʰaː	k ʌ tʰ aː	4	137	137	123
गर्नुभएको	slr54	ɡərrnubʰəeːkoː	ɡ ə r r n u bʰ ə eː k oː	11	137	137	117
प्रकाश	slr54	pɾəkaːʃ	p ɾ ə k aː ʃ	6	137	137	113
१५	slr54	pʌndɾə	p ʌ n d ɾ ə	6	137	137	115
अलग	slr54	ʌləɡ	ʌ l ə ɡ	4	136	117	105
धन्यवाद	slr54	dʰənjəwaːd	dʰ ə n j ə w aː d	8	136	136	121
२००७	slr54	duːiː həzaːɾə saːt	d uː iː h ə z aː ɾ ə s aː t	12	136	136	124
अधिकांश	slr54	ədʰɪkaːnʃ	ə dʰ ɪ k aː n ʃ	7	135	135	117
केन्द्रीय	slr54	keːndɾɪːjə	k eː n d ɾ ɪː j ə	8	135	135	112
खेल	slr54	kʰeːl	kʰ eː l	3	135	135	114
प्रधानमन्त्री	slr54	pɾədʰaːnəmʌntɾi	p ɾ ə dʰ aː n ə m ʌ n t ɾ i	13	135	135	116
प्रभाव	slr54	pɾəbʰaːwə	p ɾ ə bʰ aː w ə	7	135	135	114
प्राकृतिक	slr54	pɾaːkɾɪtɪkə	p ɾ aː k ɾ ɪ t ɪ k ə	10	135	135	124
वैज्ञानिक	slr54	wɛːɟɲaːnɪkə	w ɛː ɟ ɲ aː n ɪ k ə	9	135	135	120
सक्ने	slr54	sʌkneː	s ʌ k n eː	5	135	135	114
११	slr54	eːɡʰaːɾʌ	eː ɡʰ aː ɾ ʌ	5	135	135	115
इतिहास	slr54	ɪtɪhaːs	ɪ t ɪ h aː s	6	134	134	117
पुरुष	slr54	puɾuʂ	p u ɾ u ʂ	5	134	134	115
स्वतन्त्र	slr54	swtʌntɾə	s w t ʌ n t ɾ ə	8	134	134	119
कारणले	slr54	kaːɾəɳəleː	k aː ɾ ə ɳ ə l eː	8	133	133	122
ग्रह	slr54	ɡɾʌhə	ɡ ɾ ʌ h ə	5	133	133	120
चलन	slr54	cʌlən	c ʌ l ə n	5	133	133	112
ठाउँ	slr54	ʈʰaːũ	ʈʰ aː ũ	3	133	133	116
बनाइएको	slr54	bənaːɪʲeːkoː	b ə n aː ɪ eː k oː	8	133	133	110
मध्ये	slr54	mʌdʰjeː	m ʌ dʰ j eː	5	133	133	113
कर्णाली	slr54	kərrɳaːli	k ə r r ɳ aː l i	8	132	130	105
कृषि	slr54	kɾɪʂɪ	k ɾ ɪ ʂ ɪ	5	132	132	119
थिइन्	slr54	tʰɪʲɪn	tʰ ɪ ɪ n	4	131	131	111
मानिस	slr54	maːnɪs	m aː n ɪ s	5	131	131	112
हुनेछ	slr54	huneːcʰə	h u n eː cʰ ə	6	131	131	121
गाविसमा	slr54	ɡaːwɪsəmaː	ɡ aː w ɪ s ə m aː	8	130	130	118
बनाएको	slr54	bənaːeːkoː	b ə n aː eː k oː	7	130	130	116
ध्यान	slr54	dʰjaːn	dʰ j aː n	4	129	129	116
परिवार	slr54	pəɾɪwaːɾə	p ə ɾ ɪ w aː ɾ ə	8	129	129	111
लागेको	slr54	laːɡeːkoː	l aː ɡ eː k oː	6	129	129	119
तेस्रो	slr54	teːsɾoː	t eː s ɾ oː	5	128	128	114
मान्यता	slr54	maːnjətaː	m aː n j ə t aː	7	128	128	111
रहन्छ	slr54	ɾəhʌncʰə	ɾ ə h ʌ n cʰ ə	7	128	128	114
रूप	slr54	ɾuːp	ɾ uː p	3	128	128	114
हुनाले	slr54	hunaːleː	h u n aː l eː	6	128	128	119
आफूलाई	slr54	aːpʰuːlaːi	aː pʰ uː l aː i	6	127	127	116
फल	slr54	pʰʌl	pʰ ʌ l	3	127	127	110
विद्यालय	slr54	wɪdjaːləjə	w ɪ d j aː l ə j ə	9	127	127	108
२०१०	slr54	duːiː həzaːɾə dʌs	d uː iː h ə z aː ɾ ə d ʌ s	12	127	127	111
अरू	slr54	ʌɾuː	ʌ ɾ uː	3	126	126	113
उत्पन्न	slr54	ʊtpʌnnə	ʊ t p ʌ n n ə	7	126	126	110
बनाएर	slr54	bənaːeːɾə	b ə n aː eː ɾ ə	7	126	126	106
कसरी	slr54	kʌsəɾiː	k ʌ s ə ɾ iː	6	125	121	108
त्यस्तै	slr54	tːjʌstɛː	tː j ʌ s t ɛː	6	125	125	110
समस्या	slr54	səmʌsjaː	s ə m ʌ s j aː	7	125	124	113
सुझाव	slr54	suɟʰaːwə	s u ɟʰ aː w ə	6	125	125	110
अति	slr54	ʌtɪ	ʌ t ɪ	3	124	124	106
बाटो	slr54	baːʈoː	b aː ʈ oː	4	124	124	109
सरकारी	slr54	səɾəkaːɾi	s ə ɾ ə k aː ɾ i	8	124	116	104
उत्तरी	slr54	ʊttəɾi	ʊ t t ə ɾ i	6	123	123	109
मृत्यु	slr54	mɾɪtːju	m ɾ ɪ tː j u	6	123	123	111
कालो	slr54	kaːloː	k aː l oː	4	122	122	111
दिल्ली	slr54	dɪllli	d ɪ l l l i	6	122	122	115
नेता	slr54	neːtaː	n eː t aː	4	122	122	112
पुस्तक	slr54	pustəkə	p u s t ə k ə	7	121	121	107
प्रभावित	slr54	pɾəbʰaːwɪt	p ɾ ə bʰ aː w ɪ t	8	121	120	105
सन्देश	slr54	səndeːʃ	s ə n d eː ʃ	6	121	121	107
३०	slr54	tiːs	t iː s	3	121	120	109
८	slr54	aːʈʰ	aː ʈʰ	2	121	121	104
जना	slr54	ɟʌnaː	ɟ ʌ n aː	4	120	120	108
द	slr54	də	d ə	2	120	120	113
साना	slr54	saːnaː	s aː n aː	4	120	111	97
९	slr54	nʌuː	n ʌ uː	3	120	120	109
उत्पादन	slr54	ʊtpaːdən	ʊ t p aː d ə n	7	119	118	105
राजनीतिमा	slr54	ɾaːɟənɪːtɪmaː	ɾ aː ɟ ə n ɪː t ɪ m aː	10	119	119	102
गर्नका	slr54	ɡʌrrnəkaː	ɡ ʌ r r n ə k aː	8	118	118	103
सात	slr54	saːt	s aː t	3	118	118	111
१४	slr54	cʰɔːdə	cʰ ɔː d ə	4	118	118	106
आएका	slr54	aːeːkaː	aː eː k aː	4	117	117	100
न	slr54	nə	n ə	2	117	115	105
मन्दिरको	slr54	mʌndɪɾəkoː	m ʌ n d ɪ ɾ ə k oː	9	116	116	102
मात्रामा	slr54	maːtɾaːmaː	m aː t ɾ aː m aː	7	116	116	104
योजना	slr54	joːɟənaː	j oː ɟ ə n aː	6	116	116	99
राई	slr54	ɾaːi	ɾ aː i	3	116	116	103
लगायत	slr54	ləɡaːjət	l ə ɡ aː j ə t	7	116	116	105
उपत्यका	slr54	ʊpʌtːjəkaː	ʊ p ʌ tː j ə k aː	8	115	115	100
कला	slr54	kʌlaː	k ʌ l aː	4	115	115	102
गरेपछि	slr54	ɡəɾeːpəcʰɪ	ɡ ə ɾ eː p ə cʰ ɪ	8	115	115	110
पश्चिममा	slr54	pʌʃʃcɪməmaː	p ʌ ʃ ʃ c ɪ m ə m aː	10	115	115	97
सांस्कृतिक	slr54	saːnskɾɪtɪkə	s aː n s k ɾ ɪ t ɪ k ə	11	115	114	102
सामेल	slr54	saːmeːl	s aː m eː l	5	115	115	104
रचना	slr54	ɾʌcənaː	ɾ ʌ c ə n aː	6	114	114	102
लेखहरू	slr54	leːkʰəhəɾuː	l eː kʰ ə h ə ɾ uː	8	114	114	101
जातिको	slr54	ɟaːtɪkoː	ɟ aː t ɪ k oː	6	113	112	107
जेल	slr54	ɟeːl	ɟ eː l	3	113	113	98
देशमा	slr54	deːʃəmaː	d eː ʃ ə m aː	6	113	112	103
भित्र	slr54	bʰɪtɾə	bʰ ɪ t ɾ ə	5	113	113	102
शक्ति	slr54	ʃʌktɪ	ʃ ʌ k t ɪ	5	113	113	98
२५	slr54	pəcːɪs	p ə cː ɪ s	5	113	113	102
कार्यालय	slr54	kaːrrjaːləjə	k aː r r j aː l ə j ə	10	112	112	105
कृपया	slr54	kɾɪpəjaː	k ɾ ɪ p ə j aː	7	112	112	99
राखिएको	slr54	ɾaːkʰɪʲeːkoː	ɾ aː kʰ ɪ eː k oː	7	112	112	92
संविधान	slr54	sənwɪdʰaːn	s ə n w ɪ dʰ aː n	8	112	112	100
उपयोग	slr54	ʊpəjoːɡ	ʊ p ə j oː ɡ	6	111	111	100
चर्चित	slr54	cʌrrcɪt	c ʌ r r c ɪ t	7	111	111	103
प्रयास	slr54	pɾəjaːs	p ɾ ə j aː s	6	111	111	101
सालको	slr54	saːləkoː	s aː l ə k oː	6	111	111	96
सुन्दर	slr54	sundəɾə	s u n d ə ɾ ə	7	111	110	101
त्यसै	slr54	tːjʌsɛː	tː j ʌ s ɛː	5	110	110	101
दक्षिणमा	slr54	dʌkʂɪɳəmaː	d ʌ k ʂ ɪ ɳ ə m aː	9	110	110	99
निर्णय	slr54	nɪrrɳəjə	n ɪ r r ɳ ə j ə	8	110	110	98
पूर्वमा	slr54	puːrrwmaː	p uː r r w m aː	7	110	110	100
फरक	slr54	pʰʌɾəkə	pʰ ʌ ɾ ə k ə	6	110	92	86
युद्ध	slr54	judːdʰə	j u dː dʰ ə	5	110	110	100
लेखक	slr54	leːkʰəkə	l eː kʰ ə k ə	6	110	110	105
१८	slr54	aʈʰaːɾə	a ʈʰ aː ɾ ə	5	110	110	103
एवम्	slr54	eːwəm	eː w ə m	4	109	109	100
खेलाडी	slr54	kʰeːlaːɖi	kʰ eː l aː ɖ i	6	109	109	101
समर्थन	slr54	səmʌrrtʰən	s ə m ʌ r r tʰ ə n	9	109	109	97
उसले	slr54	ʊsəleː	ʊ s ə l eː	5	108	108	95
टाढा	slr54	ʈaːɖʰaː	ʈ aː ɖʰ aː	4	108	108	97
मिलेर	slr54	mɪleːɾə	m ɪ l eː ɾ ə	6	108	108	95
रहे	slr54	ɾʌheː	ɾ ʌ h eː	4	108	108	97
लिन	slr54	lɪn	l ɪ n	3	108	108	96
वनस्पति	slr54	wənʌspətɪ	w ə n ʌ s p ə t ɪ	9	108	108	94
विद्यार्थी	slr54	wɪdjaːrrtʰi	w ɪ d j aː r r tʰ i	9	108	108	101
सन्तान	slr54	səntaːn	s ə n t aː n	6	108	108	96
अवस्था	slr54	əwʌstʰaː	ə w ʌ s tʰ aː	6	107	107	97
पत्रिकाको	slr54	pətɾɪkaːkoː	p ə t ɾ ɪ k aː k oː	9	107	107	94
प्रचलित	slr54	pɾʌcəlɪt	p ɾ ʌ c ə l ɪ t	8	107	107	94
यहाँका	slr54	jəhãkaː	j ə h ã k aː	6	107	107	92
स्थल	slr54	stʰʌl	s tʰ ʌ l	4	107	107	94
अनुमान	slr54	ənumaːn	ə n u m aː n	6	106	106	96
पोखरा	slr54	poːkʰəɾaː	p oː kʰ ə ɾ aː	6	106	105	92
प्रयोगकर्ता	slr54	pɾəjoːɡəkʌrrtaː	p ɾ ə j oː ɡ ə k ʌ r r t aː	13	106	106	100
यात्रा	slr54	jaːtɾaː	j aː t ɾ aː	5	106	106	96
यिनको	slr54	jɪnəkoː	j ɪ n ə k oː	6	106	106	92
रह्यो	slr54	ɾʌhjoː	ɾ ʌ h j oː	5	106	106	96
सम्पन्न	slr54	səmpʌnnə	s ə m p ʌ n n ə	8	106	106	96
हामीले	slr54	haːmɪːleː	h aː m ɪː l eː	6	106	106	89
आकार	slr54	aːkaːɾə	aː k aː ɾ ə	5	105	104	94
आधार	slr54	aːdʰaːɾə	aː dʰ aː ɾ ə	5	105	105	97
कायम	slr54	kaːjəmə	k aː j ə m ə	6	105	105	99
पानीमा	slr54	paːnɪːmaː	p aː n ɪː m aː	6	105	105	92
यति	slr54	jʌtɪ	j ʌ t ɪ	4	105	105	88
यिनी	slr54	jɪni	j ɪ n i	4	105	105	91
सरकारको	slr54	səɾəkaːɾəkoː	s ə ɾ ə k aː ɾ ə k oː	10	105	105	98
स्वास्थ्य	slr54	swaːstʰjə	s w aː s tʰ j ə	7	105	105	94
आधारित	slr54	aːdʰaːɾɪt	aː dʰ aː ɾ ɪ t	6	104	104	91
एकै	slr54	eːkɛː	eː k ɛː	3	104	104	92
कविता	slr54	kəwɪtaː	k ə w ɪ t aː	6	104	104	88
गर्नुहोला	slr54	ɡərrnuhoːlaː	ɡ ə r r n u h oː l aː	10	104	104	92
दिनमा	slr54	dɪnəmaː	d ɪ n ə m aː	6	104	104	93
लगायतका	slr54	ləɡaːjətəkaː	l ə ɡ aː j ə t ə k aː	10	104	104	91
विशाल	slr54	wɪʃaːl	w ɪ ʃ aː l	5	104	104	94
हात	slr54	haːt	h aː t	3	104	104	93
अग्लो	slr54	ʌɡloː	ʌ ɡ l oː	4	103	102	91
अनुरोध	slr54	ənuɾoːdʰ	ə n u ɾ oː dʰ	6	103	103	92
इतिहासमा	slr54	ɪtɪhaːsəmaː	ɪ t ɪ h aː s ə m aː	9	103	103	89
उनीहरूको	slr54	ʊnɪːhəɾuːkoː	ʊ n ɪː h ə ɾ uː k oː	9	103	103	94
जीवनको	slr54	ɟɪːwənəkoː	ɟ ɪː w ə n ə k oː	8	103	103	99
लगाउने	slr54	ləɡaːʊneː	l ə ɡ aː ʊ n eː	7	103	103	93
कसैले	slr54	kəsɛːleː	k ə s ɛː l eː	6	102	102	92
कहिले	slr54	kʌhɪleː	k ʌ h ɪ l eː	6	102	93	88
नामले	slr54	naːməleː	n aː m ə l eː	6	102	102	85
भई	slr54	bʰʌi	bʰ ʌ i	3	102	102	100
मुक्त	slr54	muktə	m u k t ə	5	102	102	97
सक्रिय	slr54	sʌkɾɪjə	s ʌ k ɾ ɪ j ə	7	102	102	88
स्थिति	slr54	stʰɪtɪ	s tʰ ɪ t ɪ	5	102	102	94
उमेरमा	slr54	ʊmeːɾəmaː	ʊ m eː ɾ ə m aː	7	101	101	90
कार्यक्रम	slr54	kaːrrjəkɾəmə	k aː r r j ə k ɾ ə m ə	11	101	101	94
बजार	slr54	bəɟaːɾə	b ə ɟ aː ɾ ə	6	101	101	92
बाहेक	slr54	baːheːkə	b aː h eː k ə	6	101	101	90
मन्दिरमा	slr54	mʌndɪɾəmaː	m ʌ n d ɪ ɾ ə m aː	9	101	101	88
आवश्यकता	slr54	aːwʌʃjəkətaː	aː w ʌ ʃ j ə k ə t aː	10	100	100	90
उनीहरू	slr54	ʊnɪːhəɾuː	ʊ n ɪː h ə ɾ uː	7	100	100	92
दुवै	slr54	duwɛː	d u w ɛː	4	100	100	96
पिता	slr54	pɪtaː	p ɪ t aː	4	100	100	83
वर्ग	slr54	wʌrrɡə	w ʌ r r ɡ ə	6	100	100	93
१३	slr54	teːhɾə	t eː h ɾ ə	5	100	100	90
किलोमिटर	slr54	kɪloːmɪʈəɾə	k ɪ l oː m ɪ ʈ ə ɾ ə	10	99	99	84
नियम	slr54	nɪjəmə	n ɪ j ə m ə	6	99	99	89
माओवादी	slr54	maːoːwaːdi	m aː oː w aː d i	7	99	99	92
वस्तु	slr54	wʌstu	w ʌ s t u	5	99	98	89
विरुद्ध	slr54	wɪɾudːdʰə	w ɪ ɾ u dː dʰ ə	7	99	99	87
शेर्पा	slr54	ʃeːrrpaː	ʃ eː r r p aː	6	99	97	86
आयोजना	slr54	aːjoːɟənaː	aː j oː ɟ ə n aː	7	98	98	86
ठूलो	slr54	ʈʰuːloː	ʈʰ uː l oː	4	98	98	93
नामको	slr54	naːməkoː	n aː m ə k oː	6	98	98	86
आदिवासी	slr54	aːdɪwaːsi	aː d ɪ w aː s i	7	97	97	88
औँ	slr54	ɔ̃	ɔ̃	1	97	91	84
कति	slr54	kʌtɪ	k ʌ t ɪ	4	97	91	81
कम्पनी	slr54	kʌmpəniː	k ʌ m p ə n iː	7	97	97	88
नगरपालिका	slr54	nəɡəɾəpaːlɪkaː	n ə ɡ ə ɾ ə p aː l ɪ k aː	12	97	97	89
लाग्यो	slr54	laːɡjoː	l aː ɡ j oː	5	97	97	90
विकसित	slr54	wɪkəsɪt	w ɪ k ə s ɪ t	7	97	97	82
संस्कृति	slr54	sənskɾɪtɪ	s ə n s k ɾ ɪ t ɪ	9	97	97	87
सैनिक	slr54	sɛːnɪkə	s ɛː n ɪ k ə	6	97	97	85
आमा	slr54	aːmaː	aː m aː	3	96	96	88
खास	slr54	kʰaːs	kʰ aː s	3	96	96	85
गए	slr54	ɡʌeː	ɡ ʌ eː	3	96	96	90
पर्यो	slr54	pʌrrjoː	p ʌ r r j oː	6	96	96	89
बन्न	slr54	bʌnnə	b ʌ n n ə	5	96	96	89
मत	slr54	mʌt	m ʌ t	3	96	96	83
लिखित	slr54	lɪkʰɪt	l ɪ kʰ ɪ t	5	96	96	84
शासन	slr54	ʃaːsən	ʃ aː s ə n	5	96	96	88
समूह	slr54	səmuːhə	s ə m uː h ə	6	96	96	89
साहित्यकार	slr54	saːhɪtːjəkaːɾə	s aː h ɪ tː j ə k aː ɾ ə	11	96	96	86
कतिपय	slr54	kʌtɪpəjə	k ʌ t ɪ p ə j ə	8	95	95	88
खाता	slr54	kʰaːtaː	kʰ aː t aː	4	95	95	89
सम्बन्धी	slr54	səmbʌndʰi	s ə m b ʌ n dʰ i	8	95	95	86
स्पष्ट	slr54	spʌʂʈə	s p ʌ ʂ ʈ ə	6	95	95	89
अझै	slr54	ʌɟʰɛː	ʌ ɟʰ ɛː	3	94	94	90
अध्यक्ष	slr54	ədʰjʌkʂə	ə dʰ j ʌ k ʂ ə	7	94	94	86
जम्मा	slr54	ɟʌmmaː	ɟ ʌ m m aː	5	94	94	81
नागरिक	slr54	naːɡəɾɪkə	n aː ɡ ə ɾ ɪ k ə	8	94	94	84
निबन्ध	slr54	nɪbʌndʰə	n ɪ b ʌ n dʰ ə	7	94	94	89
भूभाग	slr54	bʰuːbʰaːɡ	bʰ uː bʰ aː ɡ	5	94	94	86
रहन	slr54	ɾʌhən	ɾ ʌ h ə n	5	94	94	85
वर्णन	slr54	wʌrrɳən	w ʌ r r ɳ ə n	7	94	94	86
वर्तमान	slr54	wərrtəmaːn	w ə r r t ə m aː n	9	94	94	88
अन्तरिक्ष	slr54	əntəɾɪkʂə	ə n t ə ɾ ɪ k ʂ ə	9	93	89	79
आन्दोलनमा	slr54	aːndoːlənəmaː	aː n d oː l ə n ə m aː	10	93	93	84
गएर	slr54	ɡəeːɾə	ɡ ə eː ɾ ə	5	93	93	85
दिएर	slr54	dɪʲeːɾə	d ɪ eː ɾ ə	5	93	93	86
पछिल्लो	slr54	pəcʰɪllloː	p ə cʰ ɪ l l l oː	8	93	93	83
साहित्य	slr54	saːhɪtːjə	s aː h ɪ tː j ə	7	93	93	83
२७	slr54	sətːaːɪs	s ə tː aː ɪ s	6	93	93	87
अत्यन्त	slr54	ətːjʌntə	ə tː j ʌ n t ə	7	92	92	84
उपचार	slr54	ʊpəcaːɾə	ʊ p ə c aː ɾ ə	7	92	92	87
किमि	slr54	kɪmɪ	k ɪ m ɪ	4	92	92	89
छौँ	slr54	cʰɔ̃	cʰ ɔ̃	2	92	92	86
नजिकै	slr54	nʌɟɪkɛː	n ʌ ɟ ɪ k ɛː	6	92	92	76
मान्छे	slr54	maːncʰeː	m aː n cʰ eː	5	92	92	84
विश्व	slr54	wɪʃw	w ɪ ʃ w	4	92	92	82
संस्कृत	slr54	sənskɾɪt	s ə n s k ɾ ɪ t	8	92	92	85
सम्मान	slr54	səmmaːn	s ə m m aː n	6	92	92	80
होस्	slr54	hoːs	h oː s	3	92	92	88
५०	slr54	pəcaːs	p ə c aː s	5	92	92	76
आन्दोलन	slr54	aːndoːlən	aː n d oː l ə n	7	91	91	83
खोला	slr54	kʰoːlaː	kʰ oː l aː	4	91	90	84
चर्चा	slr54	cʌrrcaː	c ʌ r r c aː	6	91	91	84
दुबै	slr54	dubɛː	d u b ɛː	4	91	91	87
निम्न	slr54	nɪmnə	n ɪ m n ə	5	91	91	84
भएमा	slr54	bʰəeːmaː	bʰ ə eː m aː	5	91	91	84
यन्त्र	slr54	jʌntɾə	j ʌ n t ɾ ə	6	91	85	78
सम्पर्क	slr54	səmpʌrrkə	s ə m p ʌ r r k ə	9	91	91	84
सही	slr54	sʌhi	s ʌ h i	4	91	90	83
२१	slr54	eːkːkaːis	eː kː k aː i s	6	91	91	80
२३	slr54	teːɪs	t eː ɪ s	4	91	91	84
आफू	slr54	aːpʰuː	aː pʰ uː	3	90	90	83
उपयुक्त	slr54	ʊpəjuktə	ʊ p ə j u k t ə	8	90	90	85
परम्परागत	slr54	pəɾəmpəɾaːɡət	p ə ɾ ə m p ə ɾ aː ɡ ə t	12	90	90	76
पुरा	slr54	puɾaː	p u ɾ aː	4	90	90	81
बाजा	slr54	baːɟaː	b aː ɟ aː	4	90	89	83
बौद्ध	slr54	bɔːdːdʰə	b ɔː dː dʰ ə	5	90	90	81
यसबाट	slr54	jəsəbaːʈ	j ə s ə b aː ʈ	7	90	90	83
राखेर	slr54	ɾaːkʰeːɾə	ɾ aː kʰ eː ɾ ə	6	90	90	82
लोकप्रिय	slr54	loːkʌpɾɪjə	l oː k ʌ p ɾ ɪ j ə	9	90	90	80
विषय	slr54	wɪʂəjə	w ɪ ʂ ə j ə	6	90	90	85
शरीरमा	slr54	ʃəɾɪːɾəmaː	ʃ ə ɾ ɪː ɾ ə m aː	8	90	90	78
सगरमाथा	slr54	səɡəɾəmaːtʰaː	s ə ɡ ə ɾ ə m aː tʰ aː	10	90	90	82
आधा	slr54	aːdʰaː	aː dʰ aː	3	89	88	82
कम्प्युटर	slr54	kʌmpːjuʈəɾə	k ʌ m pː j u ʈ ə ɾ ə	10	89	88	81
जाति	slr54	ɟaːtɪ	ɟ aː t ɪ	4	89	89	86
नम्बर	slr54	nʌmbəɾə	n ʌ m b ə ɾ ə	7	89	89	79
परिचय	slr54	pʌɾɪcəjə	p ʌ ɾ ɪ c ə j ə	8	89	89	85
बनाए	slr54	bənaːeː	b ə n aː eː	5	89	89	88
बसेको	slr54	bəseːkoː	b ə s eː k oː	6	89	89	82
सेतो	slr54	seːtoː	s eː t oː	4	89	87	77
स्वीकार	slr54	swɪːkaːɾə	s w ɪː k aː ɾ ə	7	89	89	84
आयो	slr54	aːjoː	aː j oː	3	88	88	81
गाउँमा	slr54	ɡaːũmaː	ɡ aː ũ m aː	5	88	88	82
दर्शन	slr54	dʌrrʃən	d ʌ r r ʃ ə n	7	88	88	82
