word	rank	similar_word	dist	ipa	freq	n_utts
आत्मालोचना	4	आख्यानकार	0.1167	aːkʰjaːnəkaːɾə	3	3
आत्मालोचना	5	आन्दोलनको	0.1187	aːndoːlənəkoː	37	37
आदिवासीका	1	आदिवासीको	0.0093	aːdɪwaːsɪːkoː	10	10
आदिवासीका	2	आदिवासीले	0.0486	aːdɪwaːsɪːleː	1	1
आदिवासीका	3	आधिकारीक	0.0671	aːdʰɪkaːɾɪːkə	1	1
आदिवासीका	4	आधिकारिक	0.0718	aːdʰɪkaːɾɪkə	27	27
आदिवासीका	5	आसपासका	0.0741	aːsəpaːsəkaː	10	10
आधारहरूलाई	1	आरोहीहरूलाई	0.0538	aːɾoːhɪːhəɾuːlaːi	3	3
आधारहरूलाई	2	आधाररेखालाई	0.0764	aːdʰaːɾəɾeːkʰaːlaːi	2	2
आधारहरूलाई	3	आधुनिकतालाई	0.0764	aːdʰunɪkətaːlaːi	1	1
आधारहरूलाई	4	आधारहरूमा	0.0955	aːdʰaːɾəhəɾuːmaː	1	1
आधारहरूलाई	5	आमजनतालाई	0.1024	aːməɟənətaːlaːi	1	1
आनुवंशिकी	1	आनुवांशिकी	0.0083	aːnuwaːnʃɪkiː	3	3
आनुवंशिकी	2	आनुवंशिक	0.0167	aːnuwʌnʃɪkə	6	6
आनुवंशिकी	3	आनुवांशिक	0.025	aːnuwaːnʃɪkə	2	2
आनुवंशिकी	4	आममान्छेको	0.1125	aːməmaːncʰeːkoː	1	1
आनुवंशिकी	5	आइल्याण्डको	0.1354	aːɪljaːɳɖəkoː	1	1
आपत	1	आपद्	0.0104	aːpəd	2	2
आपत	2	आपद	0.0104	aːpəd	1	1
आपत	3	आखत	0.0521	aːkʰət	2	2
आपत	4	आगत	0.0521	aːɡət	1	1
आपत	5	आफैं	0.0625	aːpʰɛːn	2	2
आफुभन्दा	1	आफूभन्दा	0.0052	aːpʰuːbʰʌndaː	8	8
आफुभन्दा	2	आजभन्दा	0.0469	aːɟəbʰʌndaː	14	14
आफुभन्दा	3	आफूभित्र	0.0703	aːpʰuːbʰɪtɾə	5	5
आफुभन्दा	4	आफूजस्तै	0.0729	aːpʰuːɟʌstɛː	2	2
आफुभन्दा	5	आठपल्ट	0.0911	aːʈʰəpʌlʈə	1	1
आफ्नी	1	आफ्नै	0.0312	aːpʰːnɛː	172	172
आफ्नी	2	आफ्नो	0.0417	aːpʰːnoː	1670	1663
आफ्नी	3	आफ्ना	0.0417	aːpʰːnaː	248	245
आफ्नी	4	आत्म	0.1042	aːtmə	6	6
आफ्नी	5	आत्मा	0.1146	aːtmaː	25	25
आमा	1	आना	0.0347	aːnaː	1	1
आमा	2	आम	0.0417	aːmə	49	49
आमा	3	आमै	0.0417	aːmɛː	3	3
आमा	4	आने	0.0625	aːneː	1	1
आमा	5	आजा	0.0694	aːɟaː	3	3
आयर्सको	1	आयर्सका	0.0093	aːjʌrrsəkaː	3	3
आयर्सको	2	आकर्षक	0.0417	aːkʌrrʂəkə	49	49
आयर्सको	3	आयर्समा	0.0417	aːjʌrrsəmaː	1	1
आयर्सको	4	आचार्यको	0.0625	aːcaːrrjəkoː	16	16
आयर्सको	5	आपूर्तिको	0.0694	aːpuːrrtɪkoː	1	1
आयोगले	1	आयोजना	0.0357	aːjoːɟənaː	98	98
आयोगले	2	आवाजले	0.0357	aːwaːɟəleː	5	5
आयोगले	3	आवजले	0.0417	aːwəɟəleː	2	2
आयोगले	4	आयकर	0.0565	aːjəkəɾə	6	6
आयोगले	5	आयोगको	0.0625	aːjoːɡəkoː	11	11
आरपी	1	आरती	0.0208	aːɾətiː	3	3
आरपी	2	आरगो	0.0667	aːɾəɡoː	1	1
आरपी	3	आरोही	0.075	aːɾoːhi	1	1
आरपी	4	आपती	0.0792	aːpətiː	1	1
आरपी	5	आराम	0.0833	aːɾaːmə	21	21
आरोहीहरूले	1	आरोपहरूको	0.0701	aːɾoːpəhəɾuːkoː	4	4
आरोहीहरूले	2	आरोपहरूका	0.0701	aːɾoːpəhəɾuːkaː	3	3
आरोहीहरूले	3	आरोहीहरूलाई	0.0833	aːɾoːhɪːhəɾuːlaːi	3	3
आरोहीहरूले	4	आधारहरूमा	0.0871	aːdʰaːɾəhəɾuːmaː	1	1
आरोहीहरूले	5	आदतहरूको	0.0966	aːdətəhəɾuːkoː	1	1
आर्यावर्तका	1	आर्यावर्तले	0.0337	aːrrjaːwərrtəleː	1	1
आर्यावर्तका	2	आर्यावर्तलाई	0.0908	aːrrjaːwərrtəlaːi	1	1
आर्यावर्तका	3	आर्किमिडीजको	0.1186	aːrrkɪmɪɖɪːɟəkoː	1	1
आर्यावर्तका	4	आइलवर्थमा	0.1362	aːɪləwʌrrtʰəmaː	1	1
आर्यावर्तका	5	आर्टिकलहरू	0.1426	aːrrʈɪkələhəɾuː	1	1
आवतजावत	1	आवेशरहित	0.0958	aːweːʃəɾəhɪt	4	4
आवतजावत	2	आयोजनाबाट	0.1125	aːjoːɟənaːbaːʈ	2	2
आवतजावत	3	आवासयोग्य	0.1146	aːwaːsəjoːɡjə	2	2
आवतजावत	4	आचरणबाट	0.1229	aːcəɾəɳəbaːʈ	1	1
आवतजावत	5	आगमनबाट	0.125	aːɡəmənəbaːʈ	1	1
आवास	1	आवात	0.0208	aːwaːt	1	1
आवास	2	आयात	0.0521	aːjaːt	15	15
आवास	3	आवत	0.0521	aːwət	2	2
आवास	4	आकास	0.0625	aːkaːs	4	4
आवास	5	आवाज	0.0677	aːwaːɟ	48	48
आशावादी	1	आसावादी	0.0119	aːsaːwaːdi	2	2
आशावादी	2	आशावार	0.0387	aːʃaːwaːɾə	6	6
आशावादी	3	आदिवासी	0.0774	aːdɪwaːsi	97	97
आशावादी	4	आनावाला	0.0833	aːnaːwaːlaː	1	1
आशावादी	5	आनाकानी	0.0893	aːnaːkaːni	3	3
आसनमा	1	आरनमा	0.0268	aːɾənəmaː	1	1
आसनमा	2	आगनमा	0.0446	aːɡənəmaː	3	3
आसनमा	3	आयनमा	0.0446	aːjənəmaː	2	2
आसनमा	4	आपसमा	0.0565	aːpəsəmaː	26	26
आसनमा	5	आधारमा	0.0625	aːdʰaːɾəmaː	232	232
इच्छाअनुसार	1	इतिहासकार	0.1326	ɪtɪhaːsəkaːɾə	20	20
इच्छाअनुसार	2	इन्क्युबेटर	0.1326	ɪnkːjubeːʈəɾə	1	1
इच्छाअनुसार	3	इतिहासहरू	0.1591	ɪtɪhaːsəhəɾuː	2	2
इच्छाअनुसार	4	इन्टरलोबर	0.1684	ɪnʈəɾəloːbəɾə	1	1
इच्छाअनुसार	5	इन्भिक्टसको	0.1686	ɪnbʰɪkʈəsəkoː	1	1
इण्डियन	1	इन्डियन	0.0089	ɪnɖɪjən	6	6
इण्डियन	2	इन्सुलिन	0.1012	ɪnsulɪn	1	1
इण्डियन	3	इन्कलाब	0.125	ɪnkəlaːb	2	2
इण्डियन	4	इस्टकोट	0.128	ɪsʈəkoːʈ	11	11
इण्डियन	5	इन्द्रिय	0.131	ɪndɾɪjə	1	1
इनदिवरजी	1	इन्दिवरजी	0.0871	ɪndɪwəɾəɟiː	5	5
इनदिवरजी	2	इन्डिवरजी	0.0909	ɪnɖɪwəɾəɟiː	2	2
इनदिवरजी	3	इन्दवरजी	0.0947	ɪndəwəɾəɟiː	1	1
इनदिवरजी	4	इलाकहरूमा	0.1231	ɪlaːkəhəɾuːmaː	1	1
इनदिवरजी	5	इनफेन्ट्रीको	0.1307	ɪnəpʰeːnʈɾɪːkoː	3	3
इन्टरनेटमा	1	इन्टरनेटको	0.0312	ɪnʈəɾəneːʈəkoː	7	7
इन्टरनेटमा	2	इन्टरलोबर	0.0642	ɪnʈəɾəloːbəɾə	1	1
इन्टरनेटमा	3	इन्टरनेटबाट	0.0785	ɪnʈəɾəneːʈəbaːʈ	1	1
इन्टरनेटमा	4	इन्टरनेसनल	0.0994	ɪnʈəɾəneːsənəl	9	9
इन्टरनेटमा	5	इन्टरनेशनल	0.0994	ɪnʈəɾəneːʃənəl	1	1
इन्डोस्केलेटन	1	इन्टरप्रसाद	0.1285	ɪnʈəɾəpɾəsaːd	2	2
इन्डोस्केलेटन	2	इन्डोनेसियन	0.1406	ɪnɖoːneːsɪjən	2	2
इन्डोस्केलेटन	3	इन्डोमलायन	0.1424	ɪnɖoːməlaːjən	2	2
इन्डोस्केलेटन	4	इन्टिच्युटबाट	0.1458	ɪnʈɪcːjuʈəbaːʈ	1	1
इन्डोस्केलेटन	5	इन्द्रेणीसमेत	0.1597	ɪndɾeːɳɪːsəmeːt	1	1
इन्धन	1	इन्जिन	0.0542	ɪnɟɪn	3	3
इन्धन	2	इम्फाल	0.1	ɪmpʰaːl	1	1
इन्धन	3	इन्पुट	0.1042	ɪnpuʈ	3	3
इन्धन	4	इज्जत	0.1083	ɪɟɟət	1	1
इन्धन	5	इङ्गित	0.125	ɪŋɡɪt	1	1
इमाडोल	1	इनेबल	0.0764	ɪneːbəl	1	1
इमाडोल	2	इमारत	0.0799	ɪmaːɾət	1	1
इमाडोल	3	इजाजत	0.1007	ɪɟaːɟət	1	1
इमाडोल	4	इनपुट	0.125	ɪnəpuʈ	4	4
इमाडोल	5	इजलास	0.125	ɪɟəlaːs	2	2
इरानी	1	इशानी	0.0542	ɪʃaːni	4	4
इरानी	2	इलाम	0.0667	ɪlaːmə	71	71
इरानी	3	इनामे	0.0667	ɪnaːmeː	3	3
इरानी	4	इटाली	0.0708	ɪʈaːli	8	8
इरानी	5	इनाम	0.075	ɪnaːmə	1	1
इलेक्ट्रोनिक्स	1	इलेक्ट्रोनिक	0.0781	ɪleːkʈɾoːnɪkə	8	8
इलेक्ट्रोनिक्स	2	इलेक्ट्रनिक	0.0885	ɪleːkʈɾənɪkə	1	1
इलेक्ट्रोनिक्स	3	इलेक्ट्रोनहरू	0.117	ɪleːkʈɾoːnəhəɾuː	2	2
इलेक्ट्रोनिक्स	4	इलेक्ट्रोनमा	0.1198	ɪleːkʈɾoːnəmaː	1	1
इलेक्ट्रोनिक्स	5	इलैक्ट्रिसिटी	0.1354	ɪlɛːkʈɾɪsɪʈi	1	1
इस्कोट	1	इस्कुल	0.0667	ɪskul	1	1
इस्कोट	2	इन्पुट	0.1	ɪnpuʈ	3	3
इस्कोट	3	इज्जत	0.1042	ɪɟɟət	1	1
इस्कोट	4	इच्छित	0.1125	ɪccʰɪt	2	2
इस्कोट	5	इन्जिन	0.1333	ɪnɟɪn	3	3
ईदगाहको	1	ईश्वरहरू	0.1343	ɪːʃwɾʌhəɾuː	1	1
ईदगाहको	2	ईटानगर	0.1366	ɪːʈaːnəɡəɾə	3	3
ईदगाहको	3	ईडिओसीको	0.1644	ɪːɖɪʲoːsɪːkoː	2	2
ईदगाहको	4	ईमार्चमा	0.1644	ɪːmaːrrcəmaː	3	3
ईदगाहको	5	ईश्वरवादी	0.169	ɪːʃwɾʌwaːdi	3	3
ईश्वरहरू	1	ईश्वरवादी	0.0718	ɪːʃwɾʌwaːdi	3	3
ईश्वरहरू	2	ईटानगर	0.1088	ɪːʈaːnəɡəɾə	3	3
ईश्वरहरू	3	ईदगाहको	0.1343	ɪːdəɡaːhəkoː	1	1
ईश्वरहरू	4	ईश्वरद्वारा	0.1437	ɪːʃwɾʌdːwaːɾaː	7	7
ईश्वरहरू	5	ईश्वरलाई	0.1505	ɪːʃwɾʌlaːiː	22	22
उक्साउने	1	उत्ताउलो	0.0685	ʊttaːʊloː	3	3
उक्साउने	2	उक्साएको	0.0863	ʊksaːeːkoː	1	1
उक्साउने	3	उभ्याइने	0.0923	ʊbʰjaːɪneː	2	2
उक्साउने	4	उत्पन्न	0.1399	ʊtpʌnnə	126	126
उक्साउने	5	उप्रान्त	0.1429	ʊpɾaːntə	1	1
उच्चनीच	1	उच्चारित	0.0655	ʊccaːɾɪt	1	1
उच्चनीच	2	उच्चपद	0.0774	ʊccəpəd	2	2
उच्चनीच	3	उच्चारण	0.0863	ʊccaːɾəɳ	20	20
उच्चनीच	4	उत्खनन	0.0893	ʊtkʰənən	5	5
उच्चनीच	5	उत्खनन्	0.0893	ʊtkʰənən	1	1
उठाई	1	उठाए	0.0208	ʊʈʰaːeː	12	12
उठाई	2	उडाई	0.0208	ʊɖaːi	1	1
उठाई	3	उचाई	0.0365	ʊcaːi	9	9
उठाई	4	उचाइ	0.0469	ʊcaːɪ	37	37
उठाई	5	उपाए	0.0677	ʊpaːeː	2	2
उडनतस्तरी	1	उपनिषद्हरू	0.0729	ʊpənɪʂʌdhəɾuː	6	6
उडनतस्तरी	2	उपरदाङ्गढी	0.1094	ʊpəɾədaːŋɡəɖʰiː	1	1
उडनतस्तरी	3	उमेरसम्ममा	0.125	ʊmeːɾəsʌmməmaː	1	1
उडनतस्तरी	4	उपलब्धिहरू	0.1302	ʊpəlʌbdʰɪhəɾuː	4	4
उडनतस्तरी	5	उत्तरोत्तर	0.1372	ʊttəɾoːttəɾə	8	8
उति	1	उतै	0.0278	ʊtɛː	4	4
उति	2	उनि	0.0417	ʊnɪ	12	12
उति	3	उठी	0.0417	ʊʈʰi	4	4
उति	4	उनी	0.0556	ʊni	836	832
उति	5	उता	0.0694	ʊtaː	31	31
उत्तरपश्चिम	1	उत्तरपश्चिमी	0.0119	ʊttəɾəpʌʃʃcɪmiː	1	1
उत्तरपश्चिम	2	उत्तरभारतीय	0.0878	ʊttəɾəbʰaːɾətɪːjə	2	2
उत्तरपश्चिम	3	उत्तरपूर्वीय	0.0923	ʊttəɾəpuːrrwɪːjə	13	13
उत्तरपश्चिम	4	उत्तरतर्फको	0.0938	ʊttəɾətʌrrpʰəkoː	4	4
उत्तरपश्चिम	5	उत्तरकेन्द्रीय	0.0952	ʊttəɾəkeːndɾɪːjə	1	1
उत्तेजनाका	1	उत्पादनका	0.0458	ʊtpaːdənəkaː	20	20
उत्तेजनाका	2	उत्पादनको	0.0542	ʊtpaːdənəkoː	16	16
उत्तेजनाका	3	उड्डयनको	0.0625	ʊɖɖəjənəkoː	2	2
उत्तेजनाका	4	उद्घाटनका	0.0667	ʊdɡʰaːʈənəkaː	1	1
उत्तेजनाका	5	उत्पादनमा	0.075	ʊtpaːdənəmaː	13	13
उत्प्रेक्षाहरूको	1	उत्पादनहरूमा	0.1205	ʊtpaːdənəhəɾuːmaː	2	2
उत्प्रेक्षाहरूको	2	उपलब्धिहरूले	0.1235	ʊpələbdʰɪhəɾuːleː	2	2
उत्प्रेक्षाहरूको	3	उपन्यासकारका	0.131	ʊpənjaːsəkaːɾəkaː	2	2
उत्प्रेक्षाहरूको	4	उपनिवेसहरूको	0.1361	ʊpənɪweːsəhəɾuːkoː	2	2
उत्प्रेक्षाहरूको	5	उपनिवेशहरूको	0.1361	ʊpənɪweːʃəhəɾuːkoː	1	1
उदयपुरकोट	1	उदयपुरको	0.0781	ʊdəjəpuɾəkoː	4	4
उदयपुरकोट	2	उदयपुरगढी	0.0897	ʊdəjəpuɾəɡəɖʰiː	2	2
उदयपुरकोट	3	उदयपुरमा	0.1094	ʊdəjəpuɾəmaː	1	1
उदयपुरकोट	4	उनीहरूसमेत	0.1094	ʊnɪːhəɾuːsəmeːt	1	1
उदयपुरकोट	5	उपनगरसँग	0.1111	ʊpənəɡəɾəʃʌ̃ɡ	1	1
उद्	1	उड	0.0208	ʊɖ	1	1
उद्	2	उन	0.0417	ʊn	7	7
उद्	3	ऊन	0.0417	ʊn	4	4
उद्	4	उल	0.0625	ʊl	3	3
उद्	5	उस	0.0625	ʊs	2	2
उद्यम	1	उद्यमी	0.0278	ʊdjəmiː	6	6
उद्यम	2	उद्गम	0.0278	ʊdɡəmə	3	3
उद्यम	3	उत्तम	0.059	ʊttəmə	51	49
उद्यम	4	उज्जैन	0.0764	ʊɟɟɛːnə	2	2
उद्यम	5	उद्दिन	0.0764	ʊddɪnə	1	1
उनिहरू	1	उनीहरू	0.006	ʊnɪːhəɾuː	100	100
उनिहरू	2	उनीहरु	0.0119	ʊnɪːhəɾu	6	6
उनिहरू	3	उरहरी	0.0565	ʊɾəhəɾi	2	2
उनिहरू	4	उहाँहरू	0.0744	ʊhãhʌɾuː	14	14
उनिहरू	5	उनीबारे	0.0833	ʊnɪːbaːɾeː	1	1
उनीहरूसित	1	उनिहरूसित	0.0042	ʊnɪhəɾuːsɪt	1	1
उनीहरूसित	2	उनीहरूबीच	0.0417	ʊnɪːhəɾuːbɪːc	1	1
उनीहरूसित	3	उनीहरूसँग	0.0479	ʊnɪːhəɾuːʃʌ̃ɡ	4	4
उनीहरूसित	4	उनीहरूबाट	0.0479	ʊnɪːhəɾuːbaːʈ	2	2
उनीहरूसित	5	उनीहरूलाई	0.0729	ʊnɪːhəɾuːlaːi	50	50
उपकरणहरूले	1	उपकरणहरूमा	0.0208	ʊpəkəɾəɳəhəɾuːmaː	6	6
उपकरणहरूले	2	उपकरणहरूका	0.0292	ʊpəkəɾəɳəhəɾuːkaː	7	7
उपकरणहरूले	3	उपकरणहरूको	0.0292	ʊpəkəɾəɳəhəɾuːkoː	5	5
उपकरणहरूले	4	उपचारिकाहरूको	0.0708	ʊpəcaːɾɪkaːhəɾuːkoː	2	2
उपकरणहरूले	5	उपनिवेशहरूले	0.0722	ʊpənɪweːʃəhəɾuːleː	4	4
उपत्यकाको	1	उपत्यकाका	0.0083	ʊpətːjəkaːkaː	30	30
उपत्यकाको	2	उपत्यकाकी	0.0167	ʊpətːjəkaːki	3	3
उपत्यकाको	3	उपत्यकामा	0.0375	ʊpətːjəkaːmaː	47	47
उपत्यकाको	4	उपत्यकाले	0.0437	ʊpətːjəkaːleː	5	5
उपत्यकाको	5	उपन्यासको	0.0688	ʊpənjaːsəkoː	13	13
उपनाम	1	उपधारा	0.0714	ʊpədʰaːɾaː	8	8
उपनाम	2	उपचार	0.0744	ʊpəcaːɾə	92	92
उपनाम	3	उपहार	0.0744	ʊpəhaːɾə	13	13
उपनाम	4	उपागम	0.0744	ʊpaːɡəmə	1	1
उपनाम	5	उपजाति	0.0774	ʊpəɟaːtɪ	8	8
उपन्यासकारका	1	उपन्यासकारले	0.0312	ʊpənjaːsəkaːɾəleː	2	2
उपन्यासकारका	2	उत्तराधिकारको	0.0938	ʊttəɾaːdʰɪkaːɾəkoː	2	2
उपन्यासकारका	3	उत्तराधिकारीका	0.0967	ʊttəɾaːdʰɪkaːɾɪːkaː	2	2
उपन्यासकारका	4	उपत्यकाभरिमा	0.1027	ʊpətːjəkaːbʰəɾɪmaː	1	1
उपन्यासकारका	5	उपनिवेसहरूका	0.1028	ʊpənɪweːsəhəɾuːkaː	2	2
उपमाहरूको	1	उपमाहरूका	0.0076	ʊpəmaːhəɾuːkaː	1	1
उपमाहरूको	2	उपायहरूको	0.0455	ʊpaːjəhəɾuːkoː	5	5
