word	freq	n_utts	n_speakers
प्रमाण	56	56	52
फैलिएको	56	56	56
बसेका	56	56	49
बेलामा	56	56	54
महिनामा	56	56	53
युद्धमा	56	56	53
लिएको	56	56	55
विजय	56	56	53
सक्छन्	56	56	53
समावेश	56	55	53
१००	56	56	52
अस्ट्रेलियामा	55	55	49
किताब	55	55	50
कुराहरू	55	55	50
गति	55	55	52
जातिहरू	55	55	52
डिसेम्बर	55	55	50
तामाङ	55	55	51
दृश्य	55	55	53
देवीको	55	55	53
धर्मको	55	55	51
नभएको	55	55	49
नाटक	55	55	54
बाट	55	55	52
भक्तपुर	55	55	52
मान्ने	55	55	51
सङ्घर्ष	55	55	54
साहित्यको	55	55	48
२६	55	55	53
अक्टोबर	54	54	52
खोटाङ	54	52	50
गोकर्ण	54	54	49
चाँडै	54	54	51
जन्मेका	54	54	52
तरिका	54	54	53
त्यतिबेला	54	54	52
निर्वाचनमा	54	54	51
पर्यटकीय	54	54	51
पश्चिमी	54	52	47
पृथ्वीको	54	53	53
पोखरी	54	52	51
प्रधान	54	54	51
प्राथमिक	54	54	51
माया	54	54	52
रगत	54	54	53
रुचि	54	54	50
वर्गीकरण	54	54	48
विरोधी	54	54	49
सफा	54	54	54
सहायक	54	54	52
सामान्यतया	54	54	51
सेप्टेम्बर	54	54	52
कार्यरत	53	53	52
कुमारी	53	53	49
खाली	53	53	51
खोज	53	53	50
गङ्गा	53	53	45
ग्रन्थ	53	53	49
घोषित	53	53	49
तत्त्व	53	53	52
दिनसम्म	53	53	53
पत्र	53	51	48
भ्रमण	53	53	50
रूख	53	53	52
वातावरण	53	53	51
शैक्षिक	53	53	50
सबैले	53	53	49
सारा	53	53	53
सिद्ध	53	53	49
सूची	53	53	51
स्थितिमा	53	53	52
अपलोड	52	52	51
उपस्थित	52	52	50
काङ्ग्रेस	52	52	51
कार्यमा	52	52	49
खनाल	52	52	50
गरिन्थ्यो	52	52	49
चिसो	52	52	49
थिएनन्	52	52	49
धारा	52	52	48
परेका	52	52	48
पृथ्वीमा	52	52	47
बनाई	52	52	48
बिना	52	52	51
बिस्तारै	52	49	48
माता	52	52	51
मानिसहरूले	52	52	50
यसपछि	52	52	51
लेखेका	52	52	49
वर्षपछि	52	52	50
विकासमा	52	52	46
विवरण	52	52	49
सन्दर्भमा	52	52	50
हिमाल	52	51	48
१७	52	52	48
२००६	52	52	47
अवसर	51	51	51
आयोजित	51	51	49
उत्कृष्ट	51	51	50
उत्तम	51	49	48
चल्ने	51	51	46
जटिल	51	51	50
देख्न	51	51	49
नभई	51	51	48
निर्भर	51	51	48
प्रहरी	51	51	49
बारा	51	51	47
बियो	51	46	42
भइरहेको	51	51	50
भिन्न	51	48	47
मनाइन्छ	51	50	48
राजाले	51	51	49
लेखको	51	51	44
विज्ञानको	51	51	49
विविध	51	51	47
संसारमा	51	51	47
सञ्चालित	51	51	50
२०४६	51	51	49
आदिमा	50	50	49
इच्छा	50	50	48
उत्पत्ति	50	50	45
उनीहरूलाई	50	50	50
एकदम	50	50	50
एकपटक	50	50	49
कस्तो	50	50	49
केन्द्रित	50	50	50
खेलमा	50	50	48
गम्भीर	50	50	46
जापान	50	50	48
जुका	50	50	48
टाउको	50	50	48
निश्चित	50	50	46
पत्नी	50	50	46
परिवारको	50	50	48
प्रजातान्त्रिक	50	50	48
प्रश्न	50	50	45
फुटबल	50	50	48
बस्ती	50	50	44
बाबु	50	50	48
रमाइलो	50	50	48
राज्यमा	50	50	46
लेखनाथ	50	50	48
विभाजित	50	50	43
विश्वमा	50	50	47
सङ्गीत	50	50	45
सहरको	50	50	49
सेती	50	50	46
स्थानको	50	50	50
हिंसा	50	50	49
२०१२	50	50	48
आकर्षक	49	49	46
आम	49	49	47
किसान	49	48	46
कुरालाई	49	49	48
गुण	49	49	44
त्यसैगरी	49	49	47
दक्षिणी	49	49	47
देशका	49	49	49
दोलखा	49	49	49
नगरको	49	49	45
निर्मित	49	49	49
मद्दत	49	49	48
मध्येको	49	49	45
महत्त्व	49	49	48
मानिएको	49	49	45
मुगल	49	49	45
राम्रा	49	47	47
राहु	49	49	48
ले	49	49	45
वार्तालाप	49	49	46
विष्णु	49	49	44
संस्कार	49	49	45
सफलता	49	49	48
समाचार	49	49	44
सर्वोच्च	49	49	46
हालको	49	49	45
अगस्ट	48	48	45
आउन	48	48	47
आदेश	48	48	45
आवाज	48	48	44
उद्देश्य	48	48	45
कब्जा	48	48	46
कामी	48	48	45
खाना	48	48	46
चित्र	48	48	45
छेउमा	48	48	46
जनताले	48	48	44
तरकारी	48	48	45
तीन	48	48	44
दश	48	48	45
नगरकोट	48	48	44
परीक्षा	48	48	48
प्रचलन	48	48	44
प्रतियोगितामा	48	48	48
प्रस्ताव	48	48	44
प्रान्तको	48	48	47
बढ्दै	48	48	46
भनेका	48	48	45
भित्री	48	48	47
महेन्द्र	48	48	47
मुख	48	48	43
रहेर	48	48	44
लिपि	48	47	45
वर्षका	48	48	44
वास्तवमा	48	48	43
व्यक्तिलाई	48	48	48
सबैलाई	48	48	47
अनिवार्य	47	47	45
अस्ट्रेलियाका	47	47	43
उपत्यकामा	47	47	44
एकजना	47	47	46
कसैलाई	47	47	45
क्षेत्रहरूमा	47	47	47
गाउँको	47	47	43
गुल्मी	47	47	45
ग्रहको	47	47	46
चम्चा	47	47	45
छाला	47	47	44
जसबाट	47	47	43
जोड	47	47	43
तसर्थ	47	47	47
तालिम	47	47	46
निधन	47	47	40
पहिलोपटक	47	47	44
पाएका	47	47	44
पाल्पा	47	47	41
पैसा	47	47	46
प्रेम	47	47	44
बताउनुहुन्छ	47	47	44
बनेर	47	47	44
बसेर	47	47	44
बहादुर	47	47	47
भन्नाले	47	47	45
भूभागमा	47	47	45
भेट्न	47	47	47
लागेका	47	47	44
लिएका	47	47	45
वडा	47	47	46
शालिग्राम	47	44	41
शाहले	47	47	45
शैली	47	47	47
सङ्केत	47	47	46
सङ्गठन	47	47	46
सैन्य	47	47	44
हुनुभयो	47	47	45
अत्यन्तै	46	46	44
अमेरिकाको	46	46	43
अस्पतालमा	46	46	43
उपन्यासमा	46	46	44
एम	46	46	43
क्रिया	46	45	43
क्षेत्रीय	46	46	43
गर्नुपर्ने	46	46	43
गोकर्णेश्वर	46	46	41
चराको	46	46	45
जुम्ला	46	46	44
तरिकाले	46	46	44
दियो	46	46	45
पटना	46	46	45
पहाड	46	46	46
प्रकाशक	46	46	44
प्रारम्भ	46	46	45
बनाउनु	46	46	44
ब्राह्मण	46	46	43
महिनाको	46	46	45
मानिसहरूलाई	46	46	43
मान्छेले	46	46	43
यिनीहरू	46	46	45
योग	46	43	41
राम	46	46	46
व्यवहार	46	46	44
संस्थाको	46	46	42
सङ्घ	46	45	44
समुदायमा	46	46	46
सरल	46	46	42
सायद	46	46	42
स्थायी	46	46	45
स्रोत	46	46	42
३२	46	46	45
अन्नपूर्ण	45	45	43
आकारको	45	45	45
आन्तरिक	45	45	42
कार्यकर्ता	45	45	44
कार्यक्रमको	45	45	44
चिकित्सा	45	45	42
जर्मन	45	43	41
जात्रा	45	42	40
धारण	45	45	43
पछाडि	45	45	42
पुर्याउन	45	45	42
पौडेल	45	45	43
प्युठान	45	44	41
मिलाएर	45	45	44
मोबाइल	45	45	42
यसमध्ये	45	45	42
युवा	45	45	44
राखियो	45	45	42
राप्ती	45	45	43
लक्षण	45	45	40
लाग्दैन	45	45	44
लेख्न	45	45	43
लोकतान्त्रिक	45	45	42
वरिपरि	45	45	42
वर्गमा	45	45	44
सजिलै	45	45	44
सत्य	45	45	43
साथी	45	45	44
स्वागत	45	45	44
हेक्टर	45	45	43
२००४	45	45	42
२९	45	45	45
अहिंसा	44	44	42
आरम्भ	44	44	41
कमला	44	44	43
काङ्ग्रेसका	44	44	43
चाहे	44	44	41
ज्यादै	44	44	43
तनहुँ	44	44	43
तारा	44	44	41
दिवस	44	44	44
पढ्न	44	44	42
पार	44	44	43
प्रकट	44	44	42
प्रभावकारी	44	44	44
बग्ने	44	44	42
बताए	44	44	44
भगवान्	44	44	43
भन्छ	44	44	43
माथिल्लो	44	44	44
मुद्दा	44	44	43
लगाए	44	44	42
विकि	44	44	42
शक्तिशाली	44	44	42
शारीरिक	44	44	42
संसार	44	44	44
सरकारलाई	44	44	42
हस्ताक्षर	44	44	42
हेर्ने	44	44	44
आचार्य	43	43	42
आरोप	43	43	42
इतिहासको	43	43	43
उदयपुर	43	43	41
कम्युनिस्ट	43	43	41
कहाँ	43	43	39
खेलको	43	43	43
गोपाल	43	43	42
चलाउन	43	43	42
चौतारी	43	43	41
जेलमा	43	43	42
तथ्य	43	43	41
तापक्रम	43	43	42
तिर	43	43	43
धेरैजसो	43	43	41
नं	43	43	41
नष्ट	43	43	39
नामाकरण	43	43	41
निको	43	43	41
परशुरामले	43	43	42
पुगेका	43	43	41
पुग्ने	43	43	39
पुस्तकालय	43	40	39
प्रक्रिया	43	43	40
प्रविधिको	43	43	41
मध्यपश्चिमाञ्चल	43	43	40
मनमा	43	43	43
मिल्ने	43	43	41
मेडिकल	43	43	42
यसैले	43	43	41
रहन्छन्	43	43	41
लागे	43	43	40
ल्याएको	43	43	42
वर्षा	43	43	40
विमानस्थल	43	43	40
संसारको	43	43	42
समूहमा	43	43	41
सेनाले	43	43	40
अनुमति	42	42	40
अस्तित्व	42	42	41
उपाय	42	42	40
उमेर	42	42	41
काल	42	42	40
किराँती	42	42	39
किशोर	42	42	40
खोलाको	42	42	38
गायक	42	42	40
गोर्खा	42	42	41
छिमेकी	42	42	39
जङ्गल	42	42	41
जबकि	42	42	40
जिते	42	42	41
देखिन्छन्	42	42	37
नारायणी	42	42	40
निर्माणमा	42	42	39
परिचित	42	42	41
पात्र	42	42	40
प्रमाणित	42	42	40
प्रहार	42	42	42
फाइदा	42	42	41
फोटो	42	42	40
बनायो	42	42	42
भनिन्	42	42	38
मकवानपुर	42	42	41
महादेवको	42	42	42
महासचिव	42	42	41
यद्यपि	42	42	38
योग्य	42	42	38
रूपैयाँ	42	42	42
रोटी	42	34	32
वैशाख	42	42	40
संवैधानिक	42	42	40
समाधान	42	42	41
सिन्धुली	42	42	41
सुन	42	42	42
सुर्खेत	42	41	38
हिसाबले	42	42	42
हेर्नुहोस्	42	42	39
१९९४	42	42	39
२००५	42	42	40
आदर्श	41	41	40
आफैँ	41	41	40
उत्तिकै	41	41	41
कल्पना	41	41	39
किम	41	41	41
खाद्य	41	41	39
खासगरी	41	41	40
घेरिएको	41	41	40
छोटो	41	39	39
जनजाति	41	41	40
जनसङ्ख्याको	41	41	40
जातिमा	41	41	38
ज्योतिष	41	41	38
ज्वरो	41	41	41
ठोस	41	41	40
दुख	41	41	41
नीति	41	41	40
नेपालले	41	41	39
परिक्रमा	41	41	40
पाएको	41	41	39
प्रसन्न	41	41	38
प्रसारण	41	41	39
बिक्री	41	41	40
बुझिन्छ	41	41	40
बुद्ध	41	41	39
भिडियो	41	40	39
महान्	41	41	40
मात्रै	41	41	39
मानसिक	41	40	38
मूल्य	41	41	40
यातायात	41	41	40
रस	41	41	38
राजेश	41	41	39
विज्ञानमा	41	41	41
विषालु	41	41	41
सङ्ग्रह	41	41	40
सबभन्दा	41	41	39
सर	41	40	38
सहरमा	41	41	40
