word	ipa	status
अस्ट्रेलियाको	əsʈɾeːlɪjaːkoː	ok
उपत्यकाको	ʊpətːjəkaːkoː	ok
दशमलव	dʌʃəmələwə	ok
दिइन्छ	dɪʲɪncʰə	ok
दृष्टिले	dɾɪʂʈɪleː	ok
नजिक	nʌɟɪkə	ok
पर्वत	pʌrrwt	ok
पहिला	pʌhɪlaː	ok
पानीको	paːnɪːkoː	ok
बन्यो	bʌnjoː	ok
रहने	ɾʌhəneː	ok
राष्ट्र	ɾaːʂʈɾə	ok
वार्ता	waːrrtaː	ok
विश्वको	wɪʃwkoː	ok
सम्भव	sʌmbʰəwə	ok
सुरुवात	suɾuwaːt	ok
क्षेत्रफल	kʂeːtɾəpʰəl	ok
जान	ɟaːn	ok
डिग्री	ɖɪɡɾi	ok
पृष्ठको	pɾɪʂʈʰəkoː	ok
बराबर	bəɾaːbəɾə	ok
भौगोलिक	bʰɔːɡoːlɪkə	ok
माध्यमिक	maːdʰjəmɪkə	ok
सरकार	səɾəkaːɾə	ok
अवधिमा	ʌwədʰɪmaː	ok
कालमा	kaːləmaː	ok
खर्च	kʰʌrrcə	ok
गण्डकी	ɡʌɳɖəkiː	ok
गरेमा	ɡəɾeːmaː	ok
तल	tʌl	ok
निम्ति	nɪmtɪ	ok
भन्दछन्	bʰʌndəcʰən	ok
लिने	lɪneː	ok
लेखमा	leːkʰəmaː	ok
व्यक्त	ʋjʌktə	ok
शान्ति	ʃaːntɪ	ok
हिमाली	hɪmaːli	ok
उनीहरूले	ʊnɪːhəɾuːleː	ok
करोड	kəɾoːɖ	ok
दिइएको	dɪʲɪʲeːkoː	ok
प्रत्यक्ष	pɾətːjʌkʂə	ok
बाँकी	bãkiː	ok
व्यक्तिले	ʋjʌktɪleː	ok
सडक	sʌɖəkə	ok
सधैँ	sʌdʰɛ̃	ok
सर्वप्रथम	sərrwpɾʌtʰəmə	ok
सिंह	sɪŋhə	ok
अभिनय	ʌbʰɪnəjə	ok
खुला	kʰulaː	ok
जुलाई	ɟulaːi	ok
तिनलाई	tɪnəlaːi	ok
द्वारा	dːwaːɾaː	ok
नेतृत्व	neːtɾɪtw	ok
प्रणाली	pɾəɳaːli	ok
बागमती	baːɡəməti	ok
रेडियो	ɾeːɖɪjoː	ok
अन्ना	ʌnnaː	ok
अमेरिका	əmeːɾɪkaː	ok
आँखा	ãkʰaː	ok
खान	kʰaːn	ok
गराउने	ɡəɾaːʊneː	ok
गर्थे	ɡʌrrtʰeː	ok
ग्रहण	ɡɾʌhəɳ	ok
त्यसले	tːjʌsəleː	ok
पवित्र	pəwɪtɾə	ok
पश्चिमाञ्चल	pəʃʃcɪmaːɲcəl	ok
बजारमा	bəɟaːɾəmaː	ok
भोजन	bʰoːɟən	ok
मेरा	meːɾaː	ok
वार्षिक	waːrrʂɪkə	ok
श्रेष्ठ	ʃɾeːʂʈʰə	ok
संस्था	sʌnstʰaː	ok
सालदेखि	saːlədeːkʰɪ	ok
अङ्क	ʌŋkə	ok
ऊर्जा	ʊrrɟaː	ok
गरिदिए	ɡʌɾɪdɪʲeː	ok
गर्नुहोस्	ɡərrnuhoːs	ok
झापा	ɟʰaːpaː	ok
दैनिक	dɛːnɪkə	ok
नाममा	naːməmaː	ok
बनाइन्छ	bənaːɪncʰə	ok
भएकोले	bʰəeːkoːleː	ok
लेखेको	leːkʰeːkoː	ok
विकासको	wɪkaːsəkoː	ok
सम्बन्धमा	səmbʌndʰəmaː	ok
सूचना	suːcənaː	ok
२४	cɔːbɪs	ok
अत्याधिक	ətːjaːdʰɪkə	ok
अनुसन्धान	ənusəndʰaːn	ok
अभिनेता	əbʰɪneːtaː	ok
उचाइमा	ʊcaːɪmaː	ok
औपचारिक	ʌʊpəcaːɾɪkə	ok
दैलेख	dɛːleːkʰ	ok
निजी	nɪɟi	ok
मध्यमाञ्चल	mədʰjəmaːɲcəl	ok
लामा	laːmaː	ok
लिए	lɪʲeː	ok
विभाजन	wɪbʰaːɟən	ok
शरीरको	ʃəɾɪːɾəkoː	ok
समाज	səmaːɟ	ok
अहिलेसम्म	əhɪleːsʌmmə	ok
उद्योग	ʊdjoːɡ	ok
क्षेत्रलाई	kʂeːtɾəlaːi	ok
जनताको	ɟənətaːkoː	ok
पदार्थ	pədaːrrtʰə	ok
परिवारमा	pəɾɪwaːɾəmaː	ok
बन्द	bʌndə	ok
रहेछ	ɾəheːcʰə	ok
व्यापक	ʋjaːpəkə	ok
सङ्ख्यामा	səŋkʰjaːmaː	ok
सम्भावना	səmbʰaːwənaː	ok
सहित	sʌhɪt	ok
अभाव	əbʰaːwə	ok
इलाम	ɪlaːmə	ok
गठन	ɡʌʈʰən	ok
चितवन	cɪtəwən	ok
जनगणना	ɟʌnəɡəɳənaː	ok
जनता	ɟʌnətaː	ok
जातीय	ɟaːtɪːjə	ok
दिन्छ	dɪncʰə	ok
देखिने	deːkʰɪneː	ok
देखेर	deːkʰeːɾə	ok
नेकपा	neːkəpaː	ok
नेवार	neːwaːɾə	ok
पुत्र	putɾə	ok
प्राय	pɾaːjə	ok
भइसकेको	bʰəɪsəkeːkoː	ok
रातो	ɾaːtoː	ok
लगातार	ləɡaːtaːɾə	ok
समयको	sʌməjəkoː	ok
समस्त	səmʌstə	ok
सहभागी	səhəbʰaːɡi	ok
सिद्धान्त	sɪdːdʰaːntə	ok
आशा	aːʃaː	ok
काठमाडौँमा	kaːʈʰəmaːɖɔ̃maː	ok
कान	kaːn	ok
कास्की	kaːski	ok
क्षमता	kʂʌmətaː	ok
गाई	ɡaːi	ok
छैनन्	cʰɛːnən	ok
तराई	təɾaːi	ok
तिनीहरू	tɪnɪːhəɾuː	ok
दरबार	dəɾəbaːɾə	ok
दल	dʌl	ok
नक्षत्र	nəkʂʌtɾə	ok
नमस्कार	nəməskaːɾə	ok
नामबाट	naːməbaːʈ	ok
पाउन	paːʊn	ok
प्रदेशको	pɾədeːʃəkoː	ok
फिर्ता	pʰɪrrtaː	ok
बने	bʌneː	ok
मेची	meːci	ok
हुन्थ्यो	huntʰjoː	ok
हेर्दा	heːrrdaː	ok
आदिको	aːdɪkoː	ok
छिन्	cʰɪn	ok
जाँदा	ɟãdaː	ok
जे	ɟeː	ok
पाइन्छन्	paːɪncʰən	ok
माघ	maːɡʰ	ok
व्यक्तिगत	ʋjʌktɪɡət	ok
व्यापार	ʋjaːpaːɾə	ok
सशस्त्र	səʃʌstɾə	ok
सिमाना	sɪmaːnaː	ok
सोही	soːhi	ok
हातमा	haːtəmaː	ok
२००१	duːiː həzaːɾə eːk	ok
२०११	duːiː həzaːɾə eːɡʰaːɾʌ	ok
उदाहरण	ʊdaːhəɾəɳ	ok
एकमात्र	eːkəmaːtɾə	ok
खगोल	kʰəɡoːl	ok
गयो	ɡʌjoː	ok
ताल	taːl	ok
प्रशासनिक	pɾəʃaːsənɪkə	ok
मेला	meːlaː	ok
युद्धको	judːdʰəkoː	ok
राम्ररी	ɾaːmɾəɾiː	ok
वर्षसम्म	wərrʂəsʌmmə	ok
सर्वाधिक	sərrwaːdʰɪkə	ok
सहायता	səhaːjətaː	ok
स्नातक	snaːtəkə	ok
हुनुपर्छ	hunupʌrrcʰə	ok
आग्रह	aːɡɾəhə	ok
तिमी	tɪmi	ok
नियन्त्रण	nɪjʌntɾəɳ	ok
भएन	bʰʌjenə	ok
मानिने	maːnɪneː	ok
मुस्लिम	muslɪmə	ok
यसो	jʌsoː	ok
लुम्बिनी	lumbɪniː	ok
वास्तविक	waːstəwɪkə	ok
विदेशी	wɪdeːʃi	ok
संलग्न	sənlʌɡnə	ok
सक्दैन	səkdɛːnə	ok
सजिलो	sʌɟɪloː	ok
साथमा	saːtʰəmaː	ok
सुरक्षा	suɾʌkʂaː	ok
स्नान	snaːn	ok
हिन्दी	hɪndi	ok
हुनुहुन्थ्यो	hunuhuntʰjoː	ok
२८	atʰːaːɪs	ok
गरिएका	ɡəɾɪʲeːkaː	ok
गरेकी	ɡəɾeːki	ok
गर्नमा	ɡʌrrnəmaː	ok
गलत	ɡʌlət	ok
गुरुङ	ɡuɾuŋ	ok
ग्रामीण	ɡɾaːmɪːɳ	ok
घटना	ɡʰʌʈənaː	ok
जन	ɟʌn	ok
जापानी	ɟaːpaːni	ok
टेलिभिजन	ʈeːlɪbʰɪɟən	ok
तुलनामा	tulənaːmaː	ok
दान	daːn	ok
पल्ट	pʌlʈə	ok
पार्टीको	paːrrʈɪːkoː	ok
मगर	mʌɡəɾə	ok
महाभारत	məhaːbʰaːɾət	ok
मार्च	maːrrcə	ok
मासिक	maːsɪkə	ok
मूर्ति	muːrrtɪ	ok
राखी	ɾaːkʰi	ok
राजनीति	ɾaːɟənɪːtɪ	ok
विजयी	wɪɟəjiː	ok
सङ्घको	sʌŋɡʰəkoː	ok
सेनाको	seːnaːkoː	ok
स्वरूप	swɾuːp	ok
अङ्ग	ʌŋɡə	ok
आजको	aːɟəkoː	ok
ईश्वर	ɪːʃwɾʌ	ok
उसलाई	ʊsəlaːi	ok
कवि	kəwɪ	ok
किनारमा	kɪnaːɾəmaː	ok
जनकपुर	ɟʌnəkəpuɾə	ok
पुगे	puɡeː	ok
प्रारम्भिक	pɾaːɾʌmbʰɪkə	ok
भवन	bʰʌwən	ok
मानिसहरूको	maːnɪsəhəɾuːkoː	ok
यस्तै	jʌstɛː	ok
ललितपुर	lʌlɪtəpuɾə	ok
साउथ	saːʊtʰ	ok
अस्ट्रेलिया	əsʈɾeːlɪjaː	ok
आक्रमण	aːkɾəməɳ	ok
आमाको	aːmaːkoː	ok
कमी	kʌmi	ok
चलचित्रमा	cələcɪtɾəmaː	ok
जनवरी	ɟʌnəwəɾi	ok
जसका	ɟʌsəkaː	ok
धारणा	dʰaːɾəɳaː	ok
नेतृत्वमा	neːtɾɪtwmaː	ok
पुल	pul	ok
पूरा	puːɾaː	ok
बनेका	bəneːkaː	ok
बिहान	bɪhaːn	ok
भन्न	bʰʌnnə	ok
शताब्दीमा	ʃətaːbdɪːmaː	ok
शुभ	ʃubʰ	ok
सङ्कलन	sʌŋkələn	ok
समयसम्म	səməjəsʌmmə	ok
हजारौँ	həɟaːɾɔ̃	ok
हासिल	haːsɪl	ok
१६	soːɾə	ok
अभियान	əbʰɪjaːn	ok
अमेरिकन	əmeːɾɪkən	ok
आएर	aːeːɾə	ok
कडा	kʌɖaː	ok
कमजोर	kəməɟoːɾə	ok
कुमार	kumaːɾə	ok
गर्दछु	ɡʌrrdəcʰu	ok
जीवित	ɟɪːwɪt	ok
ठुलो	ʈʰuloː	ok
नदीमा	nədɪːmaː	ok
पार्न	paːrrnə	ok
मे	meː	ok
राखे	ɾaːkʰeː	ok
विचारमा	wɪcaːɾəmaː	ok
विधि	wɪdʰɪ	ok
विभाग	wɪbʰaːɡ	ok
स्वतन्त्रता	swtʌntɾətaː	ok
अधिकारी	ədʰɪkaːɾi	ok
कर्म	kʌrrmə	ok
गहिरो	ɡʌhɪɾoː	ok
थोरै	tʰoːɾɛː	ok
दिनको	dɪnəkoː	ok
नियुक्त	nɪjuktə	ok
पर्व	pʌrrw	ok
पाए	paːeː	ok
पूर्वाञ्चल	puːrrwaːɲcəl	ok
माटो	maːʈoː	ok
माध्यमबाट	maːdʰjəməbaːʈ	ok
मौका	mɔːkaː	ok
राख्न	ɾaːkʰnə	ok
विशिष्ट	wɪʃɪʂʈə	ok
सिर्जना	sɪrrɟənaː	ok
हक	hʌkə	ok
हेर्न	heːrrnə	ok
२००९	duːiː həzaːɾə nʌuː	ok
अभिनेत्री	əbʰɪneːtɾi	ok
क्षेत्रका	kʂeːtɾəkaː	ok
गर्नाले	ɡərrnaːleː	ok
गुरु	ɡuɾu	ok
घरको	ɡʰʌɾəkoː	ok
चौथो	cɔːtʰoː	ok
जल	ɟʌl	ok
जापानको	ɟaːpaːnəkoː	ok
तिब्बती	tɪbːbətiː	ok
दुईवटा	duɪːwəʈaː	ok
नियमित	nɪjəmɪt	ok
पक्षमा	pʌkʂəmaː	ok
मिलियन	mɪlɪjən	ok
मौलिक	mɔːlɪkə	ok
राखिन्छ	ɾaːkʰɪncʰə	ok
राणा	ɾaːɳaː	ok
रेकर्ड	ɾeːkʌrrɖə	ok
वर्षमा	wʌrrʂəmaː	ok
शाखा	ʃaːkʰaː	ok
समाजमा	səmaːɟəmaː	ok
हत्या	hʌtːjaː	ok
अवसरमा	ʌwəsəɾəmaː	ok
किराँत	kɪɾãt	ok
त्यस्तो	tːjʌstoː	ok
देवता	deːwətaː	ok
पत्ता	pʌttaː	ok
पुगेको	puɡeːkoː	ok
बसोवास	bəsoːwaːs	ok
माओवादीको	maːoːwaːdɪːkoː	ok
लगाउन	ləɡaːʊn	ok
समाप्त	səmaːptə	ok
सहरहरू	sʌhəɾəhəɾuː	ok
साहित्यिक	saːhɪtːjɪkə	ok
सूर्यको	suːrrjəkoː	ok
हरियो	hʌɾɪjoː	ok
२००८	duːiː həzaːɾə aːʈʰ	ok
३१	eːkətːɪs	ok
६०	saːʈʰi	ok
अक्षर	ʌkʂəɾə	ok
खुसी	kʰusi	ok
डा	ɖaː	ok
थर	tʰʌɾə	ok
थाल्यो	tʰaːljoː	ok
धादिङ	dʰaːdɪŋ	ok
नाच	naːc	ok
निरन्तर	nɪɾʌntəɾə	ok
परमाणु	pəɾəmaːɳu	ok
पात	paːt	ok
प्रसाद	pɾəsaːd	ok
बन्ने	bʌnneː	ok
भन्छन्	bʰʌncʰən	ok
मदन	mʌdən	ok
रक्षा	ɾʌkʂaː	ok
राखेको	ɾaːkʰeːkoː	ok
लेखलाई	leːkʰəlaːi	ok
विश्वका	wɪʃwkaː	ok
व्याख्या	ʋjaːkʰjaː	ok
शरीर	ʃəɾɪːɾə	ok
शिक्षण	ʃɪkʂəɳ	ok
२२	baːɪs	ok
अनुभव	ənubʰəwə	ok
काममा	kaːməmaː	ok
किसिमका	kɪsɪməkaː	ok
कुराको	kuɾaːkoː	ok
कुरामा	kuɾaːmaː	ok
त्रिभुवन	tɾɪbʰuwən	ok
दिल्लीको	dɪlllɪːkoː	ok
नक्षत्रको	nəkʂʌtɾəkoː	ok
पूजाआजा	puːɟaːaːɟaː	ok
बनाएका	bənaːeːkaː	ok
बाल	baːl	ok
मानिसको	maːnɪsəkoː	ok
लक्ष्य	lʌkʂjə	ok
विस्तार	wɪstaːɾə	ok
वृद्धि	wɾɪdːdʰɪ	ok
सुविधा	suwɪdʰaː	ok
४०	caːlɪs	ok
अनुवाद	ənuwaːd	ok
अप्रिल	ʌpɾɪl	ok
उनकी	ʊnəkiː	ok
उपाधि	ʊpaːdʰɪ	ok
किरण	kɪɾəɳ	ok
गतेदेखि	ɡəteːdeːkʰɪ	ok
गराउन	ɡəɾaːʊn	ok
गर्मी	ɡʌrrmi	ok
घिमिरे	ɡʰɪmɪɾeː	ok
त्यसका	tːjʌsəkaː	ok
दशकमा	dʌʃəkəmaː	ok
दिल्लीमा	dɪlllɪːmaː	ok
नभएर	nəbʰəeːɾə	ok
पहिचान	pəhɪcaːn	ok
बल	bʌl	ok
मन्त्री	mʌntɾi	ok
माग	maːɡ	ok
रकम	ɾʌkəmə	ok
व्यक्तिको	ʋjʌktɪkoː	ok
व्यवस्थापन	ʋjəwəstʰaːpən	ok
सबैको	səbɛːkoː	ok
समाजिक	səmaːɟɪkə	ok
साहित्यमा	saːhɪtːjəmaː	ok
उहाँका	ʊhãkaː	ok
औसत	ʌʊsət	ok
कुन	kun	ok
गल्ती	ɡʌlti	ok
गौतम	ɡɔːtəmə	ok
जन्मिएका	ɟənmɪʲeːkaː	ok
जीव	ɟɪːwə	ok
देखिएको	deːkʰɪʲeːkoː	ok
देवी	deːwiː	ok
निर्धारण	nɪrrdʰaːɾəɳ	ok
निर्माता	nɪrrmaːtaː	ok
निर्वाचित	nɪrrwaːcɪt	ok
नोभेम्बर	noːbʰeːmbəɾə	ok
पढाइ	pəɖʰaːɪ	ok
पुग्न	puɡnə	ok
प्रमाण	pɾəmaːɳ	ok
फैलिएको	pʰɛːlɪʲeːkoː	ok
बसेका	bəseːkaː	ok
बेलामा	beːlaːmaː	ok
महिनामा	məhɪnaːmaː	ok
युद्धमा	judːdʰəmaː	ok
लिएको	lɪʲeːkoː	ok
विजय	wɪɟəjə	ok
सक्छन्	sʌkcʰən	ok
समावेश	səmaːweːʃ	ok
१००	eːksajə	ok
अस्ट्रेलियामा	əsʈɾeːlɪjaːmaː	ok
किताब	kɪtaːb	ok
कुराहरू	kuɾaːhəɾuː	ok
गति	ɡʌtɪ	ok
जातिहरू	ɟaːtɪhəɾuː	ok
डिसेम्बर	ɖɪseːmbəɾə	ok
तामाङ	taːmaːŋ	ok
दृश्य	dɾɪʃjə	ok
देवीको	deːwɪːkoː	ok
धर्मको	dʰʌrrməkoː	ok
नभएको	nəbʰəeːkoː	ok
नाटक	naːʈəkə	ok
बाट	baːʈə	ok
भक्तपुर	bʰʌktəpuɾə	ok
मान्ने	maːnneː	ok
सङ्घर्ष	səŋɡʰʌrrʂə	ok
साहित्यको	saːhɪtːjəkoː	ok
२६	cʰəbbiːs	ok
अक्टोबर	əkʈoːbəɾə	ok
खोटाङ	kʰoːʈaːŋ	ok
गोकर्ण	ɡoːkʌrrɳə	ok
चाँडै	cãɖɛː	ok
जन्मेका	ɟənmeːkaː	ok
तरिका	tʌɾɪkaː	ok
त्यतिबेला	tːjətɪbeːlaː	ok
निर्वाचनमा	nɪrrwaːcənəmaː	ok
पर्यटकीय	pərrjəʈəkɪːjə	ok
पश्चिमी	pʌʃʃcɪmiː	ok
पृथ्वीको	pɾɪtʰwɪːkoː	ok
पोखरी	poːkʰəɾiː	ok
प्रधान	pɾədʰaːn	ok
प्राथमिक	pɾaːtʰəmɪkə	ok
माया	maːjaː	ok
रगत	ɾʌɡət	ok
रुचि	ɾucɪ	ok
वर्गीकरण	wərrɡɪːkəɾəɳ	ok
विरोधी	wɪɾoːdʰi	ok
सफा	sʌpʰaː	ok
सहायक	səhaːjəkə	ok
सामान्यतया	saːmaːnjətəjaː	ok
सेप्टेम्बर	seːpʈeːmbəɾə	ok
कार्यरत	kaːrrjəɾət	ok
कुमारी	kumaːɾi	ok
खाली	kʰaːli	ok
खोज	kʰoːɟ	ok
गङ्गा	ɡʌŋɡaː	ok
ग्रन्थ	ɡɾʌntʰə	ok
घोषित	ɡʰoːʂɪt	ok
तत्त्व	tʌttw	ok
दिनसम्म	dɪnəsʌmmə	ok
पत्र	pʌtɾə	ok
भ्रमण	bʰɾʌməɳ	ok
रूख	ɾuːkʰ	ok
वातावरण	waːtaːwəɾəɳ	ok
शैक्षिक	ʃɛːkʂɪkə	ok
सबैले	səbɛːleː	ok
सारा	saːɾaː	ok
सिद्ध	sɪdːdʰə	ok
सूची	suːci	ok
स्थितिमा	stʰɪtɪmaː	ok
अपलोड	əpəloːɖ	ok
उपस्थित	ʊpʌstʰɪt	ok
काङ्ग्रेस	kaːŋɡɾeːs	ok
कार्यमा	kaːrrjəmaː	ok
खनाल	kʰənaːl	ok
गरिन्थ्यो	ɡəɾɪntʰjoː	ok
चिसो	cɪsoː	ok
थिएनन्	tʰɪʲeːnən	ok
धारा	dʰaːɾaː	ok
परेका	pəɾeːkaː	ok
पृथ्वीमा	pɾɪtʰwɪːmaː	ok
बनाई	bənaːi	ok
बिना	bɪnaː	ok
बिस्तारै	bɪstaːɾɛː	ok
माता	maːtaː	ok
मानिसहरूले	maːnɪsəhəɾuːleː	ok
यसपछि	jʌsəpəcʰɪ	ok
लेखेका	leːkʰeːkaː	ok
वर्षपछि	wʌrrʂəpəcʰɪ	ok
विकासमा	wɪkaːsəmaː	ok
विवरण	wɪwəɾəɳ	ok
सन्दर्भमा	səndʌrrbʰəmaː	ok
हिमाल	hɪmaːl	ok
१७	sʌtɾə	ok
२००६	duːiː həzaːɾə cʰə	ok
अवसर	ʌwəsəɾə	ok
आयोजित	aːjoːɟɪt	ok
उत्कृष्ट	ʊtkɾɪʂʈə	ok
उत्तम	ʊttəmə	ok
चल्ने	cʌlneː	ok
जटिल	ɟʌʈɪl	ok
देख्न	deːkʰnə	ok
नभई	nʌbʰəiː	ok
निर्भर	nɪrrbʰəɾə	ok
प्रहरी	pɾʌhəɾiː	ok
बारा	baːɾaː	ok
बियो	bɪjoː	ok
भइरहेको	bʰəɪɾəheːkoː	ok
भिन्न	bʰɪnnə	ok
मनाइन्छ	mənaːɪncʰə	ok
राजाले	ɾaːɟaːleː	ok
लेखको	leːkʰəkoː	ok
विज्ञानको	wɪɟɲaːnəkoː	ok
विविध	wɪwɪdʰ	ok
संसारमा	sənsaːɾəmaː	ok
सञ्चालित	səɲcaːlɪt	ok
२०४६	duːiː həzaːɾə cʰhɪjaːlɪs	ok
आदिमा	aːdɪmaː	ok
इच्छा	ɪccʰaː	ok
उत्पत्ति	ʊtpʌttɪ	ok
उनीहरूलाई	ʊnɪːhəɾuːlaːi	ok
एकदम	eːkədəmə	ok
एकपटक	eːkəpəʈəkə	ok
कस्तो	kʌstoː	ok
केन्द्रित	keːndɾɪt	ok
खेलमा	kʰeːləmaː	ok
गम्भीर	ɡəmbʰɪːɾə	ok
जापान	ɟaːpaːn	ok
जुका	ɟukaː	ok
टाउको	ʈaːʊkoː	ok
निश्चित	nɪʃʃcɪt	ok
पत्नी	pʌtni	ok
परिवारको	pəɾɪwaːɾəkoː	ok
प्रजातान्त्रिक	pɾəɟaːtaːntɾɪkə	ok
प्रश्न	pɾʌʃnə	ok
फुटबल	pʰuʈəbəl	ok
बस्ती	bʌsti	ok
बाबु	baːbu	ok
रमाइलो	ɾəmaːɪloː	ok
राज्यमा	ɾaːɟjəmaː	ok
लेखनाथ	leːkʰənaːtʰ	ok
विभाजित	wɪbʰaːɟɪt	ok
विश्वमा	wɪʃwmaː	ok
सङ्गीत	səŋɡɪːt	ok
सहरको	sʌhəɾəkoː	ok
सेती	seːti	ok
स्थानको	stʰaːnəkoː	ok
हिंसा	hɪnsaː	ok
२०१२	duːiː həzaːɾə baːɾə	ok
आकर्षक	aːkʌrrʂəkə	ok
आम	aːmə	ok
किसान	kɪsaːn	ok
कुरालाई	kuɾaːlaːi	ok
गुण	ɡuɳ	ok
त्यसैगरी	tːjəsɛːɡəɾiː	ok
दक्षिणी	dʌkʂɪɳiː	ok
देशका	deːʃəkaː	ok
दोलखा	doːləkʰaː	ok
नगरको	nʌɡəɾəkoː	ok
निर्मित	nɪrrmɪt	ok
मद्दत	mʌddət	ok
मध्येको	mədʰjeːkoː	ok
महत्त्व	məhʌttw	ok
मानिएको	maːnɪʲeːkoː	ok
मुगल	muɡəl	ok
राम्रा	ɾaːmɾaː	ok
राहु	ɾaːhu	ok
ले	leː	ok
वार्तालाप	waːrrtaːlaːp	ok
विष्णु	wɪʂɳu	ok
संस्कार	sənskaːɾə	ok
सफलता	sʌpʰələtaː	ok
समाचार	səmaːcaːɾə	ok
सर्वोच्च	sərrwoːccə	ok
हालको	haːləkoː	ok
अगस्ट	əɡʌsʈə	ok
आउन	aːʊn	ok
आदेश	aːdeːʃ	ok
आवाज	aːwaːɟ	ok
उद्देश्य	ʊddeːʃjə	ok
कब्जा	kʌbɟaː	ok
कामी	kaːmi	ok
खाना	kʰaːnaː	ok
चित्र	cɪtɾə	ok
छेउमा	cʰeːʊmaː	ok
जनताले	ɟənətaːleː	ok
तरकारी	təɾəkaːɾi	ok
तीन	tɪːn	ok
दश	dʌʃ	ok
नगरकोट	nəɡəɾəkoːʈ	ok
परीक्षा	pəɾɪːkʂaː	ok
प्रचलन	pɾʌcələn	ok
प्रतियोगितामा	pɾətɪjoːɡɪtaːmaː	ok
प्रस्ताव	pɾəstaːwə	ok
प्रान्तको	pɾaːntəkoː	ok
बढ्दै	bʌɖʰdɛː	ok
भनेका	bʰəneːkaː	ok
भित्री	bʰɪtɾi	ok
महेन्द्र	məheːndɾə	ok
मुख	mukʰ	ok
रहेर	ɾəheːɾə	ok
लिपि	lɪpɪ	ok
वर्षका	wʌrrʂəkaː	ok
वास्तवमा	waːstəwəmaː	ok
व्यक्तिलाई	ʋjəktɪlaːi	ok
सबैलाई	səbɛːlaːi	ok
अनिवार्य	ənɪwaːrrjə	ok
अस्ट्रेलियाका	əsʈɾeːlɪjaːkaː	ok
